,tweet
1283,"Cara to mortinho sério msm, que dia"
1284,Chega mais... :p
1285,falo pouco mas falo merda
1286,que pessoa
1287,conheço uns descendentes do paraguai po
1288,"Uma coisa que sempre critiquei os conservadores é pelo fato do capitalismo ser pragmatico, dinheiro não ve ideologias. A maioria dos eleitores do Bolsonaro ñ entendem isso e parece que alguns liberais tambem não."
1290,ba n sei se ta valendo ir na festa junina do mesquita amanhã
1292,Eu juro que não sei como sobrevivi a este estágio
1295,Chega de vagar kkk
1296,Sextouuu ❤❤😎
1297,"marca num find q eu tiver de folga , GRRRRRRRRRRRR"
1298,Vitamina de abacate é bipolar?
1299,Tô de volta em kkk
1300,"Verdade, um dia tudo melhora"
1301,Sim também depende do número de aplicações que tens e como usas
1302,obrigada anjo ❤️
1304,Qui cólica hehehe so cor ro
1305,e sem choro nego
1306,de bobinha eu só me faço hahaha
1307,"Para quem ainda tem dúvidas: Globalismo- Implementação de uma mesma pauta mundial, ex: Agenda 2030 da ONU; Globalização: Acordos comerciais. Entenderam esquerdistas,  ou querem que desenhe!"
1308,"Me refiro ao filme de 1982, do John Carpenter"
1309,KKKKKKKKKKKKKK AH NÃO
1311,Eu sonhei com @ e ele também sonhou comigo aaaa
1312,Depois vc conta pra gente outra fic
1313,Quando tu começa da vontade de fazer isso
1315,Eu vou me sentar no banco da praça e me acorrentar lá
1316,Realmente COM TODO MUNDO KKKK NARCOTRÁFICO COCAÍNA
1317,Inventa outra cara pálida. kkkkk
1318,meu pai fica vendo carros 4x4 atolados (?)
1319,eu não aguento mais chorar
1321,"Anneliese Michel nasceu em Leiblfing, no estado alemão da Baviera. Foi criada com as suas 3 irmãs no pequeno município de Klingenberg am Main. Anne e suas irmãs tiveram uma educação extremamente católica, mal ela sabia q isso a prejudicaria no futuro."
1322,tentando ver algo e me animar mas n to conseguindo
1323,Brigadaaa ❤
1324,"Amiga, no da"
1325,Aí Porra fd ir so
1326,"E você sempre arrasa estudando ou não, paz"
1327,aaaaaaaaa vamo logo
1328,"Rapaz, acabei de terminar A Morte de Ivan Ilitch e os capítulos 6 e 9 pra mim explicam sozinhos o motivo de colocarem o livro no pedestal que ocupa."
1330,"Enfim em casa...cansado, mas só agradeço os corre! 😌🙏🏻"
1331,uma comida típica da bahia mo
1332,São tão fofinhas as pessoas de hoje em dia 😂🥰
1333,obrigada anjo aaaaa💗
1334,Acho q vou dar uma sumida de wpp nessas férias
1336,O foco e distorcer.
1338,AFFFF GABE ME DEU PRESENTE EU AMO MUITO ELA
1339,Eu te dou a minha por esses 76
1340,ultimamente quem quiser sair da minha vida eu até abro a porta
1341,tô feliz demais meu deus isabela eh tudo pra mim
1342,"graças a indicação da minha amiga pessoal @rebeccaraia eu estou pagando R$ 10 pra ir de ônibus leito pra Florianópolis, com wi-fi pra ver netflix, kit kat e JANTAR PAGO QUE EU GANHEI NO SORTEIO DO ÔNIBUS"
1343,Porque não dá os nomes do policiais pagos por fora q faziam a sua escolta? Toma vergonha..
1344,A minha prendinha de mim para mim chega quartaaaaaa
1345,Se gosta ne pai kkkk
1346,"É muito dificil viver nessa terra, eu não acharia ruim se vivesse pouco"
1347,vou me estressar ctg
1349,Tá na minha área
1350,Me respeita sapatao
1351,já deu eu coloquei smashing pumpkins e fiquei presa de novo agora num surto impulsivo consegui pausar e não planejo dar play de novo toda vez fico presa nisso por horas
1353,não aguento n kkkk
1354,Não vai ter jeito 😢
1356,Finguis
1357,que odio ngm querer mais saber de mim
1358,Esperar é muito chato pra quem é ansiosa
1359,cozinhou o que hoje?
1361,"Aí, não aguento 😂😂😂😂😂😂"
1362,#LNF2019 2º tempo #COPxPAT 0-2
1363,"Tbm tô na dúvida,meu pai é negro e eu sou branco,como é que faz?"
1364,de acordo com os meus conhecimentos eh receitas
1365,Junho tá terminando e até agora sem festas juninas por aqui
1366,Sextou e mais um sextarei em casa😴
1368,Quanta besteira. Quanta besteira !
1369,"acho q são várias questões para fazer vc ter um peso maior no bloco(economia, território, população, tempo q está no bloco etc)"
1370,"Até parece que o acordo saiu pq vossa senhoria intercedeu , misericórdia 🙄"
1371,Ontem fomos no rodízio quase morri comendo 😂
1372,Reciprocidade. Guarda essa palavra aí e espere pra ver oq vai acontecer.
1373,só consigo pensar em sexo e chamegos
1374,que isso amigos sem treta
1376,Algumas músicas fazem doer feridas antigas.
1377,Se faz né
1378,J-passo  Não conheço 🤷🏽‍♀️ Nada
1379,Tô cansada de tudo. Tô cansada da vida ..
1380,Foto por pena pfvr
1381,Chora mais menino mal criado...🤣🤣🤣🤣🤣🤣🤣
1382,Vídeo top mais um sub 👍🙏🏼
1384,Tala não encosta
1386,"Vocês estão na minha memória, na minha vida, no meu cotidiano, e também, hoje, na luta que é de todos, uma luta que será dura, pela defesa intransigente do nosso modo der ser, do modo de ser de cada um de pensar, agir, sonhar e amar. Tamo junto!"
1387,IGUALZINHO sem contar que é a melhor parte
1388,Que linda 😎💜
1389,quero meu chocolate
1390,Peppa pig é sacanagem kkkkkk
1392,Salvos momentaneamente pelo pacto com UE
1393,Explodindo de raiva
1394,minas gerais: garrafa seiscentas na casa suas manta  carai sô
1396,Va a ser difícil
1397,O mundo e lindo
1399,To desse jeitão amiga
1400,coração de pedra
1401,Aí o mlk tem que entregar um resumo de história e me escreve uma receita de miojo kkkkkkkk
1402,Precisa de um personal?  Desconto pra professores de sociologia
1403,Tem um bgl no meu dente que esta doendo pra caralho 😣
1404,umbrela academy é maneiro
1405,amiga nao acho q sou mas pq
1406,"Belas palavras, vou imprimir e limpar a bunda."
1408,meu dia hoje tava tão bom mas sempre tem aquela coisa pra estragar né
1409,Aí que burra eu li o negócio errado e tive que apagar o tweet
1410,eh vdd vc eh exceção pois somos íntimos há muito tempo 🤠✌️
1411,"Tem gente que nos odeia, pq outras pessoas nos amam.. faz parte! 😌"
1412,"Hey, eu comecei na vida partidária aos 14! lol"
1414,É ser muito idiota útil achar q o Andrade teria conquistado o mesmo feito.
1415,"Matando minha vontade de churrasco, deus tá me sondando mt"
1416,Vamos pra cima então com a tropa.. 🍻🤦🏾‍♂️💪🏾
1417,Mulher tem dom de me lascar quanto mais evito umas mas elas aparecem
1418,queria ser famosinho porem n sou branco
1420,"Feliz por saber coisas e mais feliz aonde por quê não falei pra ninguém, agora vai."
1421,essa aí me conhece bem
1422,AH MAIS CADÊ
1423,EU TBM Q ODIO
1424,"vamo, hj tb"
1425,Sextou trampando nego velho falai
1429,Aii fiquei tristinhaa
1430,Meu guarda roupa e minha cama tão com o cheiro da nega 🥰
1433,Que estranho eu vou cestiar bem e me acordo doente 🤒
1434,Se não for pra dançar assim a gente nem vai kkkkk
1435,"aliás, to de boas agr bjs"
1437,"é, pelo que tudo indica hoje vai ser netflix e brigadeiro mesmo"
1439,"recém cheguei, desci no pai p ver os meus bichinhos 🥰"
1440,"sua thread é incrível, eu realmente não tinha noção de alguns problemas que mulheres trans passam e mesmo que eu saiba agora, n passo por eles e enquanto mulher cis tenho pautas diferentes (menos urgentes) q as suas. isso que me faz radfem, não ser fiscal de genital dos outros"
1441,eu me sinto assim direto mo :/ te entendo bem
1442,você é estranha
1443,É isso que eu digo...
1444,o meu dia tá uma merdaaaaa merdaaaaaaaaaa
1445,"não há como esquecer o passado por mais que insista fingir não sentir. mas a partir do momento quando aceita ele e percebe que isso é parte do nosso ser. a vida começa a fluir, a gente aproveita o tempo que perdeu e apesar de existir problemas, algo dentro de nós se torna leve."
1446,"A minha mãe acabou de me dizer: "" às vezes as pessoas te odeiam pela forma como os outros te amam""  E achei que devia compartilhar."
1447,Muito legal e o momento foi excelente.... parabéns
1448,Ahan.... fica mais putinho do que ja eh
1449,"não, mas fica mais fácil de eu te dá um socao"
1450,amiga mas vai ser reboot
1451,"Egiane super fofa, minha mãe tb ficou com dó de mim e fomos comer pastel kkkkkkkkk"
1452,Alguém me sondas nos bjo
1454,"cara, vc tá maluco? a porra do telhado da minha casa acabou de cair por culpa sua, doente."
1456,quero mijar mas to com preguiça
1457,"Meu deus eu to com uma fome absurda de qualquer coisa que não tenha em casa, queria um sushizao 😞"
1458,Se também fizesses o que me dizes é que eras esperta 😌
1459,Geovane jkkkkkkjkjkjkk pq tu e assim
1460,Débora vc é linda nunca deixem que falem ao contrário.💖
1461,"Tive medo de me assumir mds, é muito complicado isso"
1462,Você merece e merece muito maisssss
1463,Flertando com um menino de 15 anos
1464,Vou matar clara
1465,Estou mt orgulhosa e feliz por vc e pelo @soyzaadriel  Vocês são muito meus bebês 💕✨
1466,Tô querendo ir no batan tomar um gelo com o viado do William e esse mlq não responde 🤦🏽‍♀️
1467,Aquele falecido apareceu 🎶🎶
1468,Faz u meu
1469,eu tao triste pelo nct. so quero eles saudáveis e felizes de novo
1470,Eu fui atropelado...
1471,a primeira vez que eu li a letra porra i cried
1472,"Ainda bem que vc é inteligente igual a Madrinha, kkkkk Parabéns, Lindinha!!!!"
1473,"Quando a saudade bate mas vc n pode mais se aproximar da pessoa,pior coisa"
1474,Sim sim... E pra completar a nossa moeda não vale nada
1475,VEM AMOR BATE NÃO PARA
1476,tá linda
1477,bora reunir só os flamenguistas e fazer um churrascão?
1478,"Abra seus olhos, olhe para dentro de si. Está satisfeito com a vida que leva?"
1479,"já desanimei, tem cerveja aqui em casa"
1480,"Eu não, pergunta pra thay"
1481,e as estrelas lá do céu eu vou buscaaaaaaar
1482,acabei de quebrar o ventilador dos meus pais kkkkkk rindo de nervoso
1483,11° o tweet de cima é falso
1484,Pra que a porra de um fone se vc ouve tão alto que ouço mais que minha música?
1485,"Oq adianta se tu n pilha os roles com as ""amigas""? 😡"
1486,Santo Domingo 🔥🔥🔥🌋🌋
1487,papo reto depender dos outros eh muito ruim puta que pariu
1488,Só queria um iPhonezinho é pedir muito?
1490,pink floyd pq tão bom puta q pariu
1492,gentr fslta 1k e meio pra mim conseguir ir pro mínimo do peso ideal pra minha altura. Obg mundo
1493,😱😍 olha os chifrinhos q fofinho
1494,Porra sifudee fui toda serelepe pimpona na cozinha abri a geladeira tava TUDO estragado.  Tudo.  Até o queijo ralado tá mofado.
1495,Cola no Kalil pra vc ver como que se faz!!! Agora se for disputa contra ele aqui vai um conselho: continua como deputado porque ninguém bate o papai Kalil!
1496,Vamos fazer o bumbum delas quicar igual bolaaaa
1497,Ahahahahah tá igual ! Obrigada 💓
1498,Tô triste e carente
1499,me priorizar antes de qualquer coisa!
1500,AFFFF TO MUITO FELIZ POR VC META
1501,"Expressão corporal é mesmo pra fugir da realidade, pqp, parecia que saiu um peso das minhas costas"
1502,onde amigo
1503,eu tô tão feliz por ela 💜
1504,"Acabou os afazeres da semana, começou o final de semana, uffaaa 🥵"
1505,Bebendo no meio fio pq sim
1506,"Me chamaaaaa, tmc perdi uns 250 pontos hj"
1507,"Enfim, não vou me estressar a toa com gente sem noção NÃO!"
1509,Quero mais é que o Brasil se foda
1510,estorei outro limite do cartao blz
1511,ai olha foi na conta errada mas to nem ai! os fatos vey
1512,Caralho que linda afffff
1513,Que isso tchuca
1514,essa meninada kkkkkkkkkkkkkkkk vsff
1515,ce que ta me tirando e nem é pouco
1516,já que as pessoas não tem nenhum tipo de respeito pelo meu horário comercial estou mandando vários e-mails com vários buchos pra resolver TÔ NEM AI
1517,"Melhor churrasco, melhor família, minha prima batendo no namorado por causa de ciúmes kkkkkkkk"
1518,eu saía do carro na hora
1519,Não pode ser 🤦🏻‍♀️
1520,só um gelo no portão do nosso amigo
1521,"Você pode ter orgulho de muitas qualidades dos seus familiares, mas ele ser pedreiro não deveria ser uma delas."
1523,concordo demais
1524,Mas também kkkkkkk eu te falei pra reduzir 1 entrada antes não pra ti subir 1 entrada antes 🤦‍♂️
1525,vamo rs
1526,@_rayssaghezzi vc quando era criança
1527,"era só uma meta amanhã , hmm"
1528,Eu aqui torcendo pra Colômbia perder e o Cuellar voltar pro mengao.
1529,Tens de representar para sempre como fizeste na minha cozinha que quase que me mijei!!!
1531,"a com o matche ta foda,qero esse clipe logo"
1532,Hellen é foda faca kkkkk
1533,kkkkkkkkkkkkkkkkkkkkkkkk posso rir né?
1534,as coisas progridem mas quando tá perto de fazer um ano regride novamente
1535,Masculinidade frágil mas redes sociais mas na rua procura travesti pra dar o cu pra elas!
1536,Ta faltando um intercâmbio na minha vida
1537,Eu chego nos churras de família e a primeira coisa q já perguntam é “Cadê o wendel?”
1538,n me faz ri mano so emo
1539,Todo dia uma briga diferente nessa casa caralhooooooo
1540,SURTOOOOOOOOOOO
1541,qual foi fdp
1542,e ainda nem acabou hein
1543,"Que orgulho! Acabei de ajudar a @CervejariaAmbev a doar R$100 mil reais para a Casa 1 e Casinha. Pra fazer o mesmo, é só tweetar o que significa #OrgulhoDaMinhaHistoria pra você 🌈🍺 Cada tweet vale 1 real. Bora!"
1544,É VEGANO MENINAS
1545,"Lorrayne - Quem diria , aquela Sarah sem juízo se tornou essa mãezona😍👏🏼  Amo quando recebo isso 🥰🥰"
1546,"pensei que ia brt no shop p me distrair, só me estressei mais"
1547,brigado
1548,Pode continuar ! Nós nos divertimos com essa dor de cotovelo de vcs ! 😹😹😹😹😹
1550,"Nmrl mrm tava pensando aqui... serase vai caber tanta gente assim no krt??? Crl, vai ser Ô arraia kkkkkkkk meio mundo esperando por esse baile filhaooooooo"
1551,Mas aonde vamo desse jeito kkkk
1553,vou comer um lanche e vou voltar a dormir
1554,as fotos nao mentem danadoooo
1556,Se for pra aparecer antes dos 4 anos de hibernação pra passar vergonha é melhor voltar a dormir.
1557,Eu quero saber seu parecer sobre essa barbarie @DivaDepressao
1558,Preguiça de ficar no Colégio
1559,Modo muito bolada ativado
1560,Sem tempo irmao kkkkkkk
1563,bebemorando no shopping assistindo annabelle com a irmã e o cunhado 😂😍
1564,"Que bom que gostou, amor 😍 geralmente as pessoas adoram nossos biscoitos 😊#VideoQuandoABadBater"
1565,queria larga tudo e vira dançarino da carreta furacão
1566,oq custa conseguir manter as pessoas na minha vida infernoo
1568,Ta cara kkkkkkk q q eu tenho have
1569,Ai cara to achando essa temp de Handmaid’s chata pra carai. E to aqui querendo ver a Nichole de volta em Gilead pra June se roer de ódio.
1570,Qual o seu tema
1571,"Andar c roupinha nova é luxo, se não tem cu, não faz trato c pinto. Trabalho pra me vestir, me sustentar, não pra tapar xrc e nem peito de ninguém, tem ninguém brincando de casinha aqui não. Vou logo fazer passar vergonha, jogo logo sujo"
1572,OS MOTORISTAS DE GUARULHOS NÃO TEM NOÇÃO DE VELOCIDADE NO TRÂNSITO NÃO?
1573,não estouuuu ❤️
1575,Tá próximo heinnnn ❣️
1576,ai qro 🤪
1577,"não é isso, ela tava no show do mateus e kauan k"
1579,"Sim, eu sou a pessoa mais triste quando penso como eles são moldados aos gostos das armys e isso é um fato :( eles sao limitados a mts coisas"
1580,olé olé sa
1582,Isso que dá não falar cmg kkk
1584,Só eu surto com essas musicas do @vitao??🤔😍 #EDREDOM  já ganhou o mundão...Esperando ansiosamente pelo proximo.... Só vem🤪🤣
1585,"Voltando pra casa mae me pergunta ""e tu gosta de que natalia?""  Nao sei porque eu so fiz rir e dizer ""infelizmente macho, mas quem sabe depois goste dos dois"""
1586,Fav e te dou 6 motivos pra colocar a inicial de alguém  1.  Y 2. M 3. L  4. I  5. --- 6. M  7. Não
1587,AII ELE E OUTRO CORNO
1588,Indiretas kskskksk
1589,Sabendo se eu for nessa Aidimin vou me fuder na prova de amanhã
1590,ufa fazer dps
1593,"eu e meu namorado entramos na cruzada de rever Premonição e até então o primeiro ainda é ótimo: diálogos bregas, efeitos visuais e especiais impecáveis e mitologia tá sólida."
1594,tu que é
1595,eu sou mt otaria
1596,ELA FALOU QUE FOI BEM FEITO O MENINO ME BATER E EU QUE SOU GROSSA?
1597,Mó do de cabeça isso 🤬
1598,Bateu uma sdd fdd do Luiz 🙏🏻👼
1599,Alguém que tenha essa figurinha pode me add no Whats pra me passar?
1600,Eu tô chorando mano kkkkkkkkkk
1603,Olá anjinho ❤💛💙
1604,"o primo da gabi é gostoso demaaaaaaais, si fude"
1605,Tô que nem uma doida atrás dos igs das mamães kkkkk
1606,Eu tenho que parar de chorar por tudo que acontece e eu nao gosto
1607,Da lava jato???? Ou dos seus ídolos????
1608,Seguro menta granizado
1609,Um dia ainda vou conseguir fazer um delineado
1612,TODOS os meus amigos me abandonaram na aula de crítica. Adivinha o que eu fiz? Isso mesmo. Coloquei o nome de todo mundo na lista de presença.
1614,Pensando em abrir o insta dos desenhos mas tenho vergonha
1615,KKKKKKKKKKKKKKKKKKKKKKKKK ri alto agora lembrando
1616,Ressuscitou mumia? Não tá na época da eleição ainda. Volta pra tumba!
1617,"Acabei de ver um texto lindo sobre LGBTQ+ de um amigo de escola que todo mundo zoava por ele ter jeito afeminado, agora ele tá assumido e é a coisa mais linda de se ver, a felicidade transparece."
1618,Sofro KKKKK
1619,De prioridade á quem te faz prioridade
1620,Nossa que jogo foi esse hj do projovem pqp
1622,Resenha c os amigo que gosto
1624,chupa me a piça otaria
1625,Lá ela não vai. Vai para USA.
1626,@isaazanoto pq q me deixou fazer isso
1627,puts a voz da lee hi é perfeitaaa
1628,ele tem uma carinha de quem vai fuder com a minha vida... Já gostei
1629,faze um book no cemiterio afinal cada um c seus gosto ne irmaoe
1630,trabalhar para sustentar o vício que eu tenho de comer porcaria.
1632,"No máximo, paga uma Marmitex para ele."
1634,alguem manda ai
1635,"Anular o julgamento de Lula, bem como todos os demais em que possa ser aferida a interferência de Moro, seria a única forma de confirmar o correto funcionamento da democracia brasileira. Obviamente, não deve ser o que ocorrerá. O baronato brasileiro nunca ligou pra isso."
1636,"Eu amo tanto a beth q nem sei cara.  Vai fazer 2 anos q sai do 169 e todas as vezes q eu mando msg querendo conversar, ela estar disposta. Eu amo essa minha mãe preta  ❤"
1637,Lucas pode parar q vc é outro insensível! só agora com sua atual q vc é fofo
1638,"Se o Wesley Safadão com o ar-condicionado no 15 tá suando, imagina nós com o ventilador no 3"
1639,[23:12] ummm sham
1642,ai meu pai kkkkkk minha toa é muito enrolando pqp
1645,"Chora vc cu de burro,com lixo igual vc não debato mesmo,é só na porrada mesmo kkkkk kkk não tenho paciência com estrume igual vc."
1646,merda nenhuma fjca bom em mim
1647,"É como se mil pessoas se importassem com você, menos uma. E de alguma forma, era a única que você necessitava que se importasse."
1649,A única construção que teve dos outros governos foram montanhas de dinheiro público brasileiro para países comunistas.
1650,puts forças mo
1651,só to aq hj pq qro o certificado
1652,"Na verdade, não vou nem me irritar com isso."
1653,ai gente aiaiai
1654,QUE APRETADERA DE CULO  #UnMinutoDeChilencio #ColTeChilenciaLaJeta
1656,"não seria você? de esta sendo tão fechadinho? Abra a mente, dançar não é falta de respeito alguma :D"
1657,Indo para primeira noite do festival gata d+
1659,"minha mãe fala pra pedir lanche e não sobe aqui no meu quarto, aí o lanche chega 23h e ela reclama  como vou pedir se não sei oq ela quer"
1661,Booora papão
1663,Amiga tu te cuida viu kkkkkk
1664,alguém bote um role p amanhã porrrfavorrrr
1665,QUEM DERRUBOU LEITE NO SOFÁ DO DORMITÓRIO???   JEON JUNGKOOK!!  EMPRESÁRIA!!
1667,Melodrama de Lorde :'v 💕
1670,Uooou essas é dazantiga
1673,Você deve ter tesão por bandido e traficantes ladrões etc.. Pq tu só fala de milícia seu babaca do caralho!!
1675,"Hypnosis Mic que é um projeto de rappers, o mangá serve para promover o projeto, infelizmente não sei onde encontrar, mas no tumblr pode ter algumas coisas"
1678,Pq a prática sexual anal se mostra como a forma mais fácil de contágio de HIV. Há números que mostram que apenas em uma relação sexual já é o suficiente para o contágio. Há números também que provam que gays tem 3x mais parceiros que pessoas heterossexuais durante o msm período
1679,"umas coisas dessas só acontece comigo viu, tomar no cu"
1680,a decisão de não sair de casa sexta é bem dolorosa mas é por um bem maior
1681,Sabe que é nós Kkk♥️
1682,"eu tb vei, quando eu tenho dinheiro eu me ofereço p pagar mas qnd eu n tenho eu falo tb kkkkkkkkkk normal!!! mas achar q homem tem q pagar td pelo amor neee"
1683,taria mortinha dancando no inferno
1685,um bebê de 20 anos
1686,meu quarto se chama Paris agora
1687,"Real mente, são  computadores institucionais, são celulares institucionais...pertencem aos cidadãos que pagam o salário deles e não a eles. Estão fazendo o contribuinte de besta."
1689,Tmj! Abração
1690,nossa o macron tá muito gato nessa foto ??
1691,"Se candidate a presidente, e mostre como se faz (Se for eleito, o que todos concordamos que não ocorreria, sem dúvida alguma)."
1692,[28/6 20:27] 🌹: baaaaaaaa [28/6 20:27] 🌹: q ratiada [28/6 20:27] 🌹: n peguei meu xampu da patrulha canina [28/6 20:27] 🌹: baaaaaaaa [28/6 20:27] Isabellaaaa: BAAAAA [28/6 20:27] 🌹: to triste
1693,sim kkk
1694,Kkk quem dera papai.
1695,e tu acha q eu sei?? haha
1696,a isa ta mal 😕
1697,horrível amg
1698,o erro do jovem é deixar o celular pra carregar na hora de sair
1699,Qualquer um que faz uma rápida pesquisa sabe com quem ele lutou esses 30 anos. Ou finge de analfabeto político ou se faz de bobo mesmo. Lamentável.....
1700,O pior são os comentários concordando que é trauma ou comportamento EU QUERO EXPLODIR ESSAS PESSOAS
1701,eu votei antes de ler a opção 2 sinto muito
1702,Nem dava medo 😂😂
1703,você é tão linda aaaaa olha essa cinturinha ♥️
1704,Vou ter que me acostumar com isso
1705,"Eu surto, surto com ele mais eu amo ele ❤"
1706,nem adianta apagar pq eu vi o que vc mandou   otario
1707,meu sofá e série sextou 🥰
1708,"Não fica assim, querida. Tu és uma guria muito especial."
1710,Tbm to assim kkk
1711,Maravilhosa ❤
1712,É Bom Assim Amor É Das Cinzas Que a Fenix renascer
1715,crlh eu errei em tweet dnv é taught* ódio e caos
1716,Pensei o mesmo kkkk mas ela está falando do filme kk.
1717,Queria ser linda assim
1718,Boraaa! Na vdd bora morrer!!!! Eu vou levar um faca pra me defender hj kkk pq vai saber né
1720,Nada bem 👎😭
1721,Mas tem dia que tem q escolher p onde vai
1722,poxa vou chegar tarde no rolê espero que meus amigos estejam vivos
1723,"vai toma no cu filha da puta se você não gosta da merda do video só não olha caralho não fica enchendo o saco no zap não você posta 500 status por dia e ninguém ta te julgando por isso seu troço radioativo eh isso mesmo,eh pra você oh rato bilingue"
1724,Você tinha previsto um vexame e que Bolsonaro tinha transformado o Brasil nas Filipinas da A. S. Já mudou?
1726,não é isso nao
1727,é né fia
1728,"jjjklkk da kaxasa é o pai, tu sabe"
1729,hoje carreguei meu celular uma vez só no dia shook
1730,Todo mundo achando q o festival de inverno da ufmg é resenha kkkkkkk
1731,"n fiquei bom n viu, olha me xinga por inteiro só n fala de minha juba"
1732,Ganhei minha noite. A moça do caixa perguntou (indignada) se eu dou maior de idade
1733,Ou você conta ou eu descubro ‘simples’
1734,Vi Deus ao vivo.
1735,Ahahahahhaha cala te já tás em casa?
1737,"quem sabe os irmãos um dia compreendam, q o crime e as drogas não passam de doenças, é só cadeia, velório destruição, tristeza em família só decepção... 🎶"
1739,afrontosa vc irmã
1740,Eu todo santo dia.
1741,Ele falando que sou a melhor e eu pensando que é tudo muito recíproco
1742,"Boa....que essa  reivindicação seja com respeito, que não façam dessa dia uma orgia que a céu aberto como tem acontecido todos os anos....querem respeito,se de o respeito."
1743,"me mandou ""vamos se ver"" eu já desligo o wi-fi"
1744,🥴🥴🥴🥴🥴🥴🥴🥴 morrammmmmm meu literalmente versatilidade e talento sao ESSENCIAIS q odio eles cobram demais
1745,o Neymar
1746,"Eu vou ficar em casa hoje, mas amanhã não prometo nada pra ninguém viu amigos"
1747,"Nada de diferente, tédio, tédio e tédio 😴"
1748,"Que arrombado. N se deixa afetar anjo, quem tem motivos pra ter no desse beijo é só vc"
1749,"""se ele fosse amado no Brasil, ele não estaria em queda livre nas pesquisas.""  Dia 30 vc terá a resposta correta"
1750,Mais um hipócrita falando bosta
1751,nao aguento mais storys de musica mds
1752,"nem acredito que é o último são joão, fiquei triste"
1753,espero que o abacate esmurre a minha ansiedade
1757,"os três com muita ginga no flow. cada um com seu jeito de gingar... acho que tão nos meus preferidos, também. apesar de achar que essas coisas de preferência mudam muito rápido."
1758,meu deus é só o segundo capítulo do livro e tA TUDO DANDO ERRADO JESUS AMADO
1760,"Acabei de acender dois incensos, pra eliminar a inveja da vizinha. #taamarrado"
1762,"Cara... a inveja é uma merda mesmo, heim! Comuna safado."
1764,Vamo la comer um cusco
1765,to morrendo de dor eu realmente não sei pq esse dia existiu
1767,Esse ultimo album do tdp é uma bela bosta
1768,Asco de tipas
1769,Chora mais 😂
1770,Estou na larica pprt 🤣🤣😪
1771,vou pensar nesse caso
1772,E abortoj qe ne filliim
1773,N vou falar nd
1774,Perfeitos
1776,Vai orar kk
1777,tá parecendo Rui Cabeção hahahah
1778,Desânimo total msm
1779,Vou fazer de tudo por ela
1781,Sorry to yall mas acho o Lazaravic sei lá meio pouco original?? Idk se me percebem mas um gajo militar russo todo badass idk man
1782,se achar uma blair waldorf eh muito coisa de pré adolescente de 13 anos kkkkkk
1783,me tirem de casa
1786,Preciso de feriassss
1787,Alguma mulher disposta a ter o psicologico arruinado por mim online?
1788,nada bro
1789,Meu irmão comprou uma pizza pra mim meu Deus eu amo demais
1790,Eu só queria me tacar na frente do ônibus Tá ótimo :)
1793,Doença
1794,vontade de ver um filmin d terror hj
1795,Só a minha Dollify não fica parecida cmgg??
1796,do nada no grupo:  [28/06/2019 20:12:17] humberto via: Emília faz uma carinha tão fofa quando é contrariada haha 😁  kkkkkkkkkkkkkkkkkkkkkk?????????? esse menino er louco
1797,Certamente que não
1798,N sabe jogar n reclama filho da puta
1799,Que lindaaaaa es 😍😍😍
1800,to morta tbm amigos mas vamo q vamo
1802,"Quer me fazer algo q vai me dar ataque de raiva, bate na minha cabeça. Mano eu odeio q batam na minha cabeça, até de brincadeira eu ODEIO q batam na minha cabeça"
1803,"Eu preciso de um coração novo, esse aqui já carrega muita dor"
1805,"Calma, logo mais eles percebem os agrotóxicos e determinam a suspensão!!!"
1806,Lindão esse corta vento do treinador do Chile
1807,"Gente, cada um faz o que pode pelo meio ambiente e as pessoas vão se desfazendo de hábitos aos poucos Não vamos desvalidar uma atitude boa de alguém, pq ela não faz outras... Cada um fazendo um pouquinho,  se preocupando e repensando seus hábitos, já ajuda pra caralho!"
1808,a nao muito lisonjeada!!!!!
1809,"Queria o abraço quentinho da minha jóia, mas querer não é pode 😭😴"
1810,Você vai? Hahaha
1811,parei pra pensar sobre euzinha e percebi que n me conheço mano
1812,"a partir do momento em q eu paguei p uma operação plástica faz parte do meu corpo, simples"
1814,"Vamo, nasci no dia de são joão mesmo, já nasci no clima HAKAHSKSSBA"
1815,Pq @deus me fez bonito pra ficar sofrendo por amor não correspondido.
1818,bgl 2 reais e neguin pedindo cortesia kkkkkkkk voces brinca muito #PiscininhaAmor30JUNHO
1819,Verdade
1821,e não consigo me ver sem ser o teu amor por anos
1822,eu estou tão cansada que podia dormir até meu jantar chegar 💤💤💤
1823,Vo chamar na dm mo
1825,gente eu n tava dando nada p esse arraial da famed mas parece q tá bombando 👀
1826,To aí não ?
1827,"agora que eu sei onde ele mora, vou chegar em smi e ficar lá na porta 🥰🥰🥰🥰🥰"
1828,"Eu amo meu trabalho, amo essa empresa, amo os funcionários das lojas e mulheres do escritório, AMO TODAS!! Sz"
1831,É né kkk
1832,Ninguém consegue explicar quando sua vida vira de ponta cabeça né...
1833,"eu tinha colocado uma calça jens e uma camiseta larga e meu vans azul todo cagado p sair, ai a mariane me mandou uma foto de salto, n posso deixar meu bb andar com um largado ne"
1834,vai ficar lindaaaa
1835,aiiiiii eu vi no acervo! vou ver se encontro e te marco!
1836,Tô com sono já!
1837,"Quem n conhece a caminhada, não tem q falar"
1838,verde
1839,boa sorte lefinha vc vai arrasar as always ✨✨✨✨✨✨
