,tweet
1003,"Hoje é dia de eu ficar trancado no meu quarto, deitado, fingindo que não existo."
1004,Preciso de algo que faça eu me sentir vivo.
1005,"É que ela era doce, doce demais para pessoas tão amargas."
1006,Esse excesso de sentimentalismo um dia irá acabar comigo.
1007,"Não sei o que tem de errado comigo que as pessoas me trocam fácil demais, como se eu não tivesse valores nem sentimentos."
1008,"Oh meu coração, ele se quebra a cada passo que dou."
1009,E se você morrer. Eu quero morrer com você.
1010,"As decepções não ensinam, elas machucam e destroem."
1011,"Café, cigarros e frustações."
1012,"Eu deveria ser ator, pois finjo ser feliz tão bem."
1013,Minha vida: Penso demais Demoro no banho demais Me isolo seja qual for o lugar  Me sinto sozinho mesmo rodeado de pessoas  Choro toda noite
1014,No meu caso a esperança é a primeira que morre.
1015,São novinhos
1016,Não existe amor em SP e nem em lugar nenhum.
1017,"Me afastei de todos e ninguém foi atrás de mim, ninguém me pediu pra ficar."
1018,Eu sempre fui obrigado a enterrar sentimentos vivos
1019,Antes um coração vazio do que transbordando amores não correspondido.
1020,"Andei descartando todas as pessoas que não somavam, que me deixavam triste ou não faziam questão de mim. Não sobrou ninguém na minha vida."
1021,"Moça não tenha vergonha dessas marcas nos seus punhos. Pois todo guerreiro que luta, carrega na pele feridas."
1022,"Andei caminhando sozinho, pois de companhias forçadas eu já estava farto."
1023,Qual é a média da idade de vocês?
1024,Há quase 18 anos estou esperando dias melhores
1025,"É fácil dizer que é besteira, frescura, falta de fé. Quando não é você que está sentindo."
1026,AHS melhor série
1027,Incrível como a ausência de uma pessoa pode tirar todo o sentido da sua vida
1028,Sentir certos sentimentos tem sido a forma de suicídio mais cruel que existe.
1029,"E eu jamais imaginei que poderia ficar assim, que chegaria a esse ponto."
1030,"Você jurou que ficaria aqui até o final, mas decidiu não pensar mais em mim."
1031,"Ultimamente o amor tem feito tudo, menos bem para nós."
1032,Tenho que ficar chapado a vida inteira pra esquecer que sinto sua falta
1033,As noites se tornaram mais escuras depois que me virastes as costas.
1034,Cada um tem seu inferno particular. Ou na mente ou no coração.
1035,A vida fora do meu mundo imaginário é horrível
1036,"Tenho me sentido tão cansado ultimamente, e não é fisicamente que estou falando."
1037,Everything hurts me
1038,Tantas pessoas querem me ver fracassar
1039,O teu descaso me deixou tão só.
1041,Se engana quem acha que o amor supera todas as coisas
1042,"E eu disse pro meu coração para ele não se entregar, mas ele é teimoso demais."
1043,"Estou tendo ""dias ruins"" desde que me entendo por gente"
1044,Mas a verdade é que a maioria das pessoas permanecem mais em sua mente do que na sua vida.
1045,As borboletas do meu estômago entrou em órbita desde a primeira frustação que você me causou.
1046,Você se tornou tudo aquilo que eu odeio em uma pessoa
1047,"A quantidade da distância que nossas almas ficaram uma da outra,  nem o melhor físico do mundo é capaz de calcular."
1048,As desvantagens de se estar sóbrio.
1049,Quase 18 anos nas costas e ainda não consegui lidar com o fato de ter que acordar todos os dias. Acho que nunca irei conseguir lidar.
1050,"És meu inferno astral, mesmo assim eu te amei. Agora és meu inferno emocional."
1051,Cancerianos nasceram pra sofrer.
1052,"Por mais insignificante que seja, tudo me atinge de alguma forma."
1053,O meu amor se foi... e levou consigo a felicidade que o mesmo me proporcionava.
1054,"Você se foi e me deixou cheio de vãos, sem nem sequer ter chegado."
1056,"Mudaram as estações, nada mudou."
1057,"Ouço meu coração bater, sinto os meus pulmões aspirar e expirar, mas mesmo assim não me sinto vivo."
1058,A gente tem tudo pra quebrar a cara
1059,"Nem amigo, nem amor. Sou aquela pessoa que todo mundo acha legal, mas ninguém gosta de verdade."
1060,"Não é o fim do mundo, é só o meu coração partido mais uma vez."
1061,E não há um dia em que eu não deseje nunca ter nascido.
1062,Os dias bons se perderam do meu caminho
1063,"Você se vê tão frustado e decepcionado, que nada te atinge, te interessa, ou te entristece mais."
1064,"O tempo lá fora está frio, mas aqui dentro de mim está o dobro."
1065,Você destruiu em segundos o que eu demorei uma vida inteira pra construir.
1066,"Me prendi em um mundo imaginário totalmente mágico, porque o meu real está muito trágico."
1067,"Eu não sei, eu me sinto tão limitado em um mundo onde nada é o que parece, e a vida real é mais estranha que meus sonhos."
1068,"Peço, por favor, um pedido de isenção da vida."
1069,Queria estar morto.
1070,"É que você tem um rosto tão belo, Mas se tornou uma bela perda de tempo."
1071,Minha vida é um erro.
1072,Mas o que posso fazer se meu coração é tão vulnerável a sentimentos?
1073,Ocupado demais pegando a cada canto da minha vida pedaços do meu coração que você quebrou.
1074,"Eles dizem que o amor é para sempre, E o seu para sempre era tudo que eu precisava... Mas você não quis permanecer comigo para sempre."
1075,Vomitei as borboletas que você pusera no meu estômago.
1076,"O contrario de amor não é o ódio, é a indiferença."
1077,"Eu já sobrevivia sem você, não vai ser agora sem você novamente que não irei sobreviver."
1078,"Eu sou forte, eu vou superar, eu sempre supero."
1079,Sou a pessoa mais insistente do mundo. Mas quando desisto de uma pessoa já era.
1080,Como dizia os Beatles: Viver é fácil de olhos fechados.
1081,Como considerar um relacionamento se um sofre pelos dois?
1082,@_maxwaldorf realmente...
1084,Obs: essa pessoa da moral pra todo mundo também.
1085,"Ficaria com uma pessoa que você ama e te faz feliz demais, mas a maior parte do tempo te faz triste?"
1086,Uma boa parte da minha angústia tem nome e endereço.
1087,"O choro é involuntário, vem com tudo, sem pedir permissão."
1088,Todo dia é um péssimo dia.
1089,"E nesse aeroporto que chamo de vida, cheio de idas e vindas, um dia, alguém tem que ficar."
1090,@1dStopPassing ah já tô quase lá
1091,Graduado em ser deixado para trás.
1092,"Estou aqui fingindo que está tudo bem, por favor, não estrague minha performance."
1093,"A noite tá nublada, mas não mais que minha vida."
1094,Vou dormir antes que surja mais um motivo pra eu querer estar morto por hoje.
1095,Te vejo hoje nos meus sonhos.
1096,"Ter você no meu mundo imaginário, do jeito que eu quero, é menos doloroso."
1097,Como matar algo que já está morto?
1098,"A saudade não me coube, transbordou pelos olhos."
1099,"Reflexo do que eu sinto por dentro, sem ninguém perceber. É fácil existir, difícil é viver."
1100,Já te escrevi tantas cartas de despedida. Mas continuo aqui...
1101,"Meu bem, pode ir... você nunca esteve mesmo."
1103,Vejo minha vida passar e nada mudar
1104,Ultimamente tenho estado mais morto por dentro que o normal.
1105,A vida depois que acordamos é horrível
1106,O meu riso é tão forçado que chega a doer os músculos faciais.
1107,Not found
1108,Quero tirar férias das angústias um tempo
1109,O lado bom da vida :
1110,"Eles diziam: Vai doer agora, mas vai passar. O tempo passou, a dor não."
1111,Vocês são contra ou a favor do impeachment?
1112,"Uma palavra amiga, uma notícia boa. Isso faz falta no dia a dia..."
1113,Sou a prova viva que viver em positividade mental não resolve nada
1114,Sempre há um espacinho a mais pra uma nova frustação no meu coração.
1115,A gente se apaixona pelo desinteresse do outro.
1116,Ah se eu pudesse ficar no meu quarto trancado até morrer...
1117,"Tirar um sarro com ar de desespero, de ""preciso de ajuda""."
1118,"Acontece tanto absurdo na minha vida que às vezes paro, reflito, e começo a tirar sarro dela."
1119,"Que crise existencial horrível, tirem ela de mim, não a quero."
1120,Estanho seria se não desse errado pra mim
1121,E de repente todos que eu amava me viraram as costas.
1122,"Todo os dias eu acordo, mas nunca pra vida."
1123,Uma cirurgia pra redução de frustrações.
1124,A vida dentro de um túmulo é bem melhor
1125,"Mas essa solidão é ciumenta mesmo, hein. Afasta de mim tudo e todos."
1126,A crise existencial me pegou de jeito essa noite.
1127,"Moço ninguém é de ferro, somos programas pra cair..."
1128,Hoje eu sou o que restou da dor. Da minha dor.
1129,Sou forte até o momento que me tranco no meu quarto numa noite triste e nostálgica.
1130,Minha tristeza é tão grande quanto a quantidade de estrelas no céu aparente numa noite fresca e sem nuvens.
1131,Esse excesso de desinteresse não me é estranho
1132,"São só eu, minhas dores, meu desinteresse, e meus calmantes."
1133,"A morte física deveria vir, pra combinar com minha doce morte interna."
1134,Queria um porre de esquecimento
1135,"Eu já tive dias melhores, cara. Eu já vi dias melhores..."
1136,"Onde estão aqueles famosos ""dias melhores"" que todos tanto falam?"
1137,O meu sorriso é falso assim como as promessas de dias melhores que me fazem.
1138,eu amo essa música
1139,Seguramos o mundo das pessoas e deixamos cair o nosso.
1140,Musica triste demais haha
1141,"Na parte ""dont make me sad, dont make me cry"""
1142,"Chorar ouvindo born to die da lana, quem nunca?"
1143,Sofro de insônia obsessiva compulsiva autodestrutiva
1144,Amanhã season finale eu não tô bem
1145,Vocês acham que o Daryl morreu no último eps?
1146,"Mudando de assunto, vocês assistem twd?"
1147,"Destrua tudo em mim se quiser, mas poupe o meu coração, por favor."
1148,Ando mais bocejando do que vivendo.
1149,"O cansaço é mental, emocional, que me proporciona um sono inacabável."
1150,"@HairEdwardStyle @nouissofrencia Como o ser humano é ruim, ao ponto de julgar você assim."
1151,"Que desde quando você se foi, me pego pensando em nós dois E eu não consigo ver onde que eu errei"
1152,É que seu vazio se parece um pouco com o meu.
1153,O meu cansaço não é físico.
1154,"Secou, ela não sente, nem chora mais. Pois de certo esse deserto já foi oceano."
1155,Eu fracasso em todos os meus planos antes mesmo de eu os coloca - los em prática.
1156,Vontade de me trancar no meu quarto e ouvir lana del rey até morrer.
1157,Como vcs estão hoje ?
1158,Ei
1159,Foi uma coisa pequena que me trouxe um grande estrago emocional.
1160,"Somos feitos de carne, mas temos que viver como se fôssemos de ferro."
1161,"Mundo fechado, feridas abertas."
1162,"Quem me dera, ao menos uma vez Acreditar que o mundo é perfeito E que todas as pessoas são felizes"
1163,As horas que estou dormindo são as melhores horas da minha vida.
1164,Não tinha nenhum motivo aparente para querer morrer e não conseguia ver nenhum para continuar vivo.
1165,"A resposta mais destrutiva que alguém pode dar, é a do silêncio."
1166,"Tudo o que amei, amei sozinho."
1167,Procurando em mim aquilo que deixei em ti.
1168,"Deve ser bom né? se sentir preenchido, se sentir bem o tempo todo, se sentir amado e no auge. Nunca saberei como é isso."
1169,É tudo ilusão. É tudo como correr atrás do vento.
1170,"É um ciclo, um vazio preenchendo o outro, continua vazio, e se multiplicando até então."
1171,A sociedade costuma abraçar e aceitar pessoas vazias porque eles também são vazios.
1172,"Ela se isola, mas é tão legal. Ele é tão estúpido, mas tão social. A sociedade ama descartar bons conteúdos, e enaltecer pessoas vazias."
1173,"Gente agora que estou pelo pc estou procurando responder todo mundo, perdão pela demora, é que pelo celular responder todos é foda."
1174,"Tomei uma dose exagerada de calmante dessa vez e tô passando mal, puta merda."
1175,As pessoas não pensam duas vezes antes de quebrar seu coração.
1176,"Se for pra você me deixar amanhã, eu prefiro ficar sozinho hoje."
1177,"Como podes chamar isto de amor, se mais choras do que sorri?"
1178,"Ela é assim: sorri pra todo mundo, mas carrega um tormento profundo."
1179,Mas eu precisava do seu doce sentimento falso por mim pra me sentir bem.
1180,Mas insistimos em nos torturar e continuamos alimentando algo que sabemos que não é recíproco.
1181,Sensação horrível do tipo parece que comigo tudo é mais difícil.
1182,"Me entristeço com coisa pequenas, coisas que ninguém por sua vez se importa. Por isso que vivo sempre assim, triste."
1183,Não existe no mundo alguém mais sentimental que eu
1184,A sua presença não me faz sentir menos solitário.
1185,@1dStopPassing ah meu amor obrigado pela consideração 💙
1186,"@phrasedepressed se o problema for criatividade, desculpe gente, mas faço o meu melhor :/"
1187,O que está faltando no twitter na opinião de vocês?
1188,Foda quando seus pensamentos não te deixa dormir.
1189,"Não me deixe triste, não me faça chorar. -Lana del rey"
1190,"Nada é eterno, exceto minha dor."
1191,E isso me destrói.
1193,Não me culpe se um dia eu acordar de manhã e meu primeiro pensamento não for mais você.
1194,O meu túmulo é interno.
1195,"Uns estão vivendo, e eu sobrevivendo."
1196,Porque conviver com a dor nos faz automaticamente valorizar as pequenas coisas curáveis.
1197,O lado bom de ser triste é que qualquer coisinha boa que acontece me deixa feliz demais por um momento.
1198,O amor constrói dores destrutíveis.
1199,E eu acabei me tornando escravo de sentimentos ruins.
1200,Ela perdeu o interesse pelo mundo e o mundo perdeu o interesse por ela.
1201,"Fui maltratado por dores, nocauteado pela vida."
1202,Eu costumo frequentemente acabar com minha vida amando gente não recíprocas.
1203,"Pois metade de mim é desejo de morte, e a outra metade já morreu."
1204,quando tiver 1k vou renovar meu tt
1205,"Para toda dor existe um remédio, e depende do seu tipo. Anestesia, dipirona, ou suicídio."
1206,Pudera eu trocar minhas dores emocionais até mesmo por dores físicas. Porquê eles dizem que dor física tem cura.
1207,Se as decepções ensinam eu cansei de aprender.
1208,Qual a quantidade da dose de tempo que preciso passar pra ferida cicatrizar?
1209,O medo dos términos era tão grande que passou a evitar começos.
1210,"Copo cheio, coração vazio. Pulmões cheios de fumaça, e vazio de ar de paz."
1212,"Se o amor é uma coisa tão boa assim, por que ele só me destrói?"
1214,Promessas destrutivas
1215,@1dStopPassing dou ♡
1216,"Dói saber que, por tanto tempo, entreguei meu amor para quem sequer queria."
1217,Quais são as fases da lua perto das fases que passo na minha vida?
1218,@1dStopPassing devia :(
1219,"Alguém me ensine a seguir em frente, esquecer, não se importar, por favor."
1220,"Hoje o meu dia foi suave, nem tentei matar."
1221,Pois não vejo diferença entre amar ou cometer suicídio.
1222,Memórias póstumas de um fracassado.
1223,"Garçom traga-me um porre de vida, por favor."
1224,"Quisera eu, ter até uma doença grave, do que ter em mim, memórias tuas."
1225,Eu não sou flor que se deixe.
1226,"Mais uma história com final, mais um coração partido."
1227,"Tome cuidado comigo, eu costumo estragar tudo."
1228,Nossos corações estão mais distantes um com o outro do que nosso corpo físico.
1229,"Na falta de lágrimas, eu choro palavras."
1230,"Todo dia eu acordo, mas quase nunca pra vida."
1231,queria que minha tristeza fosse passageira que nem a Posse de Lula
1232,@1dStopPassing também te amo ♡
1233,Vivo tendo crises existenciais
1235,A sua ausência machuca menos que a sua presença.
1236,"Talvez eu ache algo mais forte, que faça eu me sentir melhor"
1237,"A coisa mais difícil de fazer, é assistir a pessoa que você ama, amar alguém."
1238,"Moça larga essa lâmina uma dor não apaga a outra, ei moça, você é linda"
1239,Minha mente é um tormento.
1240,"Passei os últimos meses pensando em que tudo que o amor faz é partir, queimar, acabar."
1241,"Amei certo pessoas erradas, amei errado pessoas certas. Nunca fui bom em amar e ser amado."
1242,"Não está sendo um bom dia, nem uma boa semana, e nem uma boa vida."
1243,"Já perdi coisas, perdi pessoas, e agora ando me perdendo."
1244,"A meu bem, triste ver que estamos mais distantes emocionalmente do que de longitude."
1245,"E você sempre quis, quis até demais, ter alguém que não te quer."
1246,"Olhe pra mim, fiquei horrível sem você."
1247,"Pós graduado em atuar. Fingir não sentir, não ver, e não se importar."
1248,"Eu senti, sem ti."
1249,"Nem pra você pelo menos fingir se importar, né?."
1250,"Você era tipo aquela coisa boa no meio de todo aquele caos, sabe?"
1251,"Tristeza nossa que está na alma, desprezado seja o que trazes. Venha a nós a felicidade, e que seja eterna a sua companhia."
1252,"Tenho medo de perguntar pra Deus o que eu fiz para merecer essa vida, e ele me responder com todos os detalhes."
1253,Acordamos pra vida mas não queremos sair do coma.
1254,É um choro eterno aqui dentro de mim que nunca acaba
1255,Quantas frustrações são necessárias pra mim construir um coração de pedra?
1256,"Muitos me perguntam se estou bem, eu digo que sim. Mas quem realmente me conhece, sabe que não estou."
1257,E eu bebi decepções a semana inteira.
1258,"Se tudo der certo, hoje eu não tento tirar minha própria vida, novamente."
1259,"Seja dor ou felicidade, seja amor ou ódio. Quero sempre estar rodeado de sentimentos, pq chegar ao ponto de não sentir nada é a pior coisa."
1260,chegou em 800 ♡
1261,"Eu quero chorar pq é muita coisa me machucando, eu não tenho ngm pra conversar ou abraçar,  e parece q td vai ficando cada vez mais difícil."
1262,"@phrasedepressed pra maioria péssimo, que triste :("
1263,Você era tudo pra mim.
1264,@phrasedepressed .
1265,"Tô precisando ter alguém do meu lado pra desabafar, chorar, e abraçar... Mas não tem ninguém."
1266,"""Permaneça forte"""
1267,@LadraDeFanarts Pra mim tá sendo o pior. Só aconteceu coisas ruins...
1268,"Esse ano tá sendo péssimo demais pra mim, e pra vocês ?"
1269,Eu não aguento mais o fracasso diário.
1270,"Mas quando se ama alguém, se machucar vem no pacote."
1271,"Amor da minha vida, você me machucou."
1272,"Mas meus pais não me conhecem, não sabem o que se passa comigo quando me tranco no meu quarto."
1273,A falta de esperança é um tormento
1274,Você é pior que cocaina Vicia e me faz mal
1275,É triste tentar ser forte a todo e cada amanhecer.
1276,"Que dia horrível. Que semana horrível. Que mês horrível. Aliás, que vida horrível."
1277,"O jeito é ir deitar, apagar a luz, e fingir que esse dia nunca existiu."
1278,Você se vê tão magoado ao ponto de não conseguir nem chorar.
1279,Acho que numa noite nunca desabei tanto como hoje. E é só o começo.
1280,"Nem vou falar dos meus problemas com você, porque sei que tu não se importa."
1281,No momento com uma tempestade escorrendo dos meus olhos
1282,No momento com o coração transbordando angústia
1283,Que dia horrível
1284,"Meu bem, meu coração só bate por você, mas você trata ele tão mal..."
1285,"Para piorar ainda mais, os dias ruins sempre parecem ser mais longos."
1286,Hoje eu me encontrei distante de mim.
1287,Meus problemas são do tamanho do oceano atlantico
1288,O preço que estou pagando aqui era mais do que eu devia.
1289,"Seria seus punhos, seu diário?"
1290,"Fez de seus punhos um rascunho da sua linha do tempo de vida. Uma linha do tempo difícil, e triste."
1291,"Doutor, o problema é a minha mente. Me livre dela por favor."
1292,"Doutor, é normal desejar a morte todos os dias?"
1293,"A dor não passa pois as cicatrizes sempre estarão lá, pra nos lembrar do que tentamos esquecer."
1294,"Cansado de amar por dois, se importar por dois, e sentir por três."
1295,Carrego todo o peso dos meus sentimentos nas minhas costas. Não sei até quando vou aguentar caminhar...
1296,"Cansado de tudo, de todos."
1297,"Mas olha só pra você, ficou horrível sem mim."
1298,"Espero a noite chegar, pra finalmente trancar meu quarto e desabar."
1299,Os dias são um desejo de morte
1300,"Mas quando chega a noite, a mente vira um verdadeiro caos."
1301,Mas ao invés disso eu estou me afogando na porra da minha mente
1302,"O amanhã não existe, mas ele assusta desde já."
1303,"Sou de carne, osso e frustração."
1304,"Tem pessoas que só entram na nossa vida pra nos magoar, nos destruir, nos atrasar. Mas é você que permite quem você quer que faça isso."
1305,que bom que a maioria foi sim <3 fico feliz
1306,@Dramaticaa_ sim :(
1307,Café e cigarros são minha única saída.
1308,@layninha201565 eu amo demais vocês
1309,Na dúvida desligue o celular. É melhor lidar com a saudade do que com a rejeição.
1310,"Não era o meu dia Nem meu ano Nen minha vida, droga."
1311,Ser o único que sente falta é tão ruim.
1312,.
1313,Então deixa que o tempo vai cicatrizar.
1314,"Ele escreveu o nome da depressão dele num de seus cigarros, e fumou até o cigarro virar pó por inteiro."
1315,"Cuide bem de um suicida. Se tentou se matar uma vez, fará isso novamente."
1316,"Chovia lá fora, mas o temporal era dentro dela."
1317,@CarlosFragelli fico feliz
1318,respondam sinceramente.
1319,Esse twitter foi/é útil pra você?
1320,As piores dores são aquelas que não se sente na pele.
1321,"Vejo que poucos então interagindo no meu twitter. Mas isso é bom, talvez tenham conseguido sair do fundo do poço."
1322,Pessoas sentimentais demais só tendem a se entristecer e se machucar.
1323,"Eu esperava que fosse reciproco, mas você nem sabe o que significa essa palavra."
1324,"Tenho medo meu bem, de quando você sair pela porta novamente não voltar mais."
1325,"Mas minhas lágrimas estão aglomeradas no meu interior, apenas as seguro."
1326,"Bem aventurados os que mentem, felizes os que não sentem."
1327,"Mas meu bem, você mora mais nos meus pensamentos do que na sua própria casa."
1328,😣
1329,Overdose de tristeza.
1330,Coração em manutenção
1331,Foi bom enquanto durou
1332,Assim como o café o amor não se serve frio
1333,Vida tão vazia que chega a fazer eco
1334,"Casa cheia, coração vazio."
1335,"Mas até o sol desapareceu. Do meu rosto, dos meus olhos e da minha vida."
1336,Mas os teus pulsos pediam trégua e você não recuava.
1337,"Posso te confessar uma coisa? -Pode sim Sabe porque ainda não me matei? Porque no fundo no fundo eu tenho medo da morte, tenho medo de doer."
1338,A noite anoiteceu tudo... O mundo não tem remédio...  Os suicidas tinham razão.
1339,"Mas eu vi em cada marca que estava ali, o que passei e o que tive de suportar. E ainda continuar de pé."
1340,"O problema sempre foi, e sempre será eu."
1341,As marcas nos punhos são menos feias que as do coração.
1342,O que eu faço de pior é pensar demais
1343,Cansado de ver tudo dar errado a cada amanhecer.
1344,"Exausto, fisicamente, mentalmente e emocionalmente."
1345,"No fundo só precisamos de alguém que nos entenda, nos ame, e que nunca nos deixe."
1346,Se você se importar você vai se machucar.
1347,"Viver em dor, o que ninguém entende. Tentar ser forte a todo e cada amanhecer."
1348,@Santana_willys2 Olá 😊
1349,@fatIoser boa noite 💜
1350,Oi
1351,"@jeh_karolyne123 estou melhor sim, obrigado...Pode deixar ♡"
1352,mas cigarros são poemas pra quem nunca sabe o que falar.
1353,Não seria suicídiu se já estou morto por dentro.
1355,Família é uma coisa complicada demais
1356,Eu deveria ter nascido do avesso. Meu interior é mais bonito.
1357,@phrasedepressed .
1358,"Meio irônico, não? Alguém que vive pensando em desistir, dizendo para que outros não parem de tentar"
1359,Hoje em dia meu sorriso é tão falso quanto as pessoas que dizem que se importam comigo.
1360,"Tenho um problema no coração, eu sinto demais."
1361,Nunca desejei tanto a morte como desejei esse ano
1362,A dor que me machuca é a mesma que me ensina.
1363,Acúmulo de pensamentos que por suas vezes só me proporcionam insônias.
1364,"Nunca reclamar, só agradecer. Fácil de falar, difícil fazer..."
1365,"Eu devia sorrir mais, abraçar meus pais, viajar o mundo e socializar..."
1366,Que morte horrível
1367,Ajudo as pessoas mas não consigo ajudar a mim mesmo.
1368,"""Ultimamente tudo vem dando errado, estou começando a achar que eu é que estou fazendo tudo dar errado."""
1369,Se queres ver suas frases aqui é só mandar na dm amores
1370,"Me tratou tão friamente, que nesse calor até que me fez bem."
1371,"Mas vale um coração sensível, frustado, e em pedaços, do que um seco, inteiro, sem sentimentos,"
1372,"Vou tentar não enlouquecer antes dos 20, juro."
1373,"Verás que um filho teu foge da luta, e teme tudo menos a própria morte."
1374,Quero que saibam que todos os conselhos estou absorvendo
1375,"Vocês não sabem o quanto me faz bem, saber que se preocupam comigo. Sério, muito obrigado por sempre estarem comigo."
1376,@dontworryicry chame lá
1377,"@phrasedepressed obrigado por quererem me ajudar, amo vocês."
1378,@jeh_karolyne123 que só tende a afundar
1379,Alguém avise pra vida que ela está difícil demais.
1380,"Lhe ofereci o pouco que me restava de amor, e você me ofereceu o tanto suficiente de seu desprezo."
1381,Pedi flores pra vida e ela me jogou ramos de espinhos...
1382,A vida não é gentil.
1383,2016 não está sendo um bom ano.
1384,Quero colo! Vou fugir de casa.
1385,eu queria tanto estar morto
1386,"@jeh_karolyne123 não tenho pra onde ir, mas qualquer lugar é bom fora daqui"
1387,@suicidasemasas vou pra lá
1388,Acho que nunca estive tão destruído na minha vida
1389,"E hoje morreu um amor de filho, e tomará que ele vá pro inferno"
1390,"Hoje morreu um amor materno, espero que ele descanse em paz."
1391,"tenho 50 reais no bolso, sobrevivo alguns dias"
1392,"Hj minha mãe jogou td na minha cara. Falou q sou uma péssima pessoa, q sou dificil de conviver. Porra mãe, eu sei disso, só queria ser amado"
1393,@jeh_karolyne123 minha mãe praticamente me expulsou
1394,"Hoje eu vou fugir de casa, porque não aguento mais."
1395,Sobre o papo de adm esquecem não deu em nada...
1396,@phrasedepressed dêem rt nesse post pra expandir por gentileza
1397,Acho que vou por dois adms aqui pra ajudar a subir esse twitter.
1398,Evitando pessoas inconvenientes com respostas monossílabas.
1399,"É uma merda você gostar sozinho, sofrer sozinho, sentir falta sozinho."
1400,Escrevo para alguém que não me lê.
1401,uma parte que jamais voltará
1402,Uma mistura de saudade com gostinho de foda-se.
1403,"@_maxwaldorf se isso aqui já não é o inferno, então eu não sei o que é."
1404,"Amores, que por suas vezes, só me proporcionaram dores."
1405,Ela era uma menina doce. Doce demais pra essa gente amarga.
1406,"FRASE DO MEU TÚMULO            ╱▔▔▔╲          ▎ ╋ ▕           ▎ ┃ ▕           ▎      ▕       ╱▔▔▔▔▔╲ ENFIM, A DOR ACABOU."
1407,"Algum dia você vai perceber que faço falta, mas ai já vai ser tarde demais."
1408,Até seus defeitos fazem falta.
1409,Você sabe que é o núcleo da minha nostalgia.
1410,"Vou te esquecer, vou te esquecer."
1411,"Você foi embora e deixou um vazio tão grande aqui, dentro de mim."
1412,Eu já sofria por amor antes de virar modinha.
1413,Cansei de ver pessoas importantes pra mim saindo da minha vida tão absurdamente.
1414,"Mas você sabe que de 7 vidas, 8 eu te daria."
1415,Sofro de uma doença chamada saudade.
1416,"Mais meu amor, você me matava e me mantinha viva ao mesmo tempo."
1417,"Perdoa minha falta de amor a vida, e não desista de mim."
1418,A vida nem sempre é do jeito que eu esperava. Eu já nem sei se vale a pena.
1419,Sou uma pessoa nostálgica.
1420,"@_maxwaldorf mas também que vc pode perder pessoas, ser morto, sofrer, ser traído, perder tudo o que tem, ver pessoas sendo mortas por NADA."
1421,Felizes são aqueles que não se importam
1422,@phrasedepressed 💜
1424,Difícil encontrar pessoas que queiram ficar.
1425,Ainda é janeiro e já quis morrer o ano inteiro.
1426,"Vocês são tudo que eu tenho, por favor não me abandonem..."
1427,As vezes eu acho que a única solução para meus problemas seria a morte mesmo.
1428,"Eu sou o senhor nada, eu perdi tudo."
1429,"@phrasedepressed um monte sumiu, estou preocupado..."
1430,Cadê meus seguidores? 😢
1431,"Hoje morreu um sonho, espero que ele descanse em paz."
1432,Acho que essa é a parte em que você volta e me ilude de novo
1433,Eu sinto falta por nós dois
1434,Dói saber que você não esta nem ai pra mim
1435,Verás que um filho teu não sabe lidar com os próprios sentimentos.
1436,"Não importa onde você esteja, Ou que esteja fazendo, Ou com quem esteja...  Eu sempre, honestamente e verdadeiramente amarei você sempre."
1437,Ocupado demais sofrendo por problemas que inventei na minha mente.
1438,Estragado mentalmente
1439,"Eu finjo que não estou magoado, e ando pelo mundo como se estivesse me divertindo.  -Lana del Rey"
1440,"Eu finjo estar bem, assim como as pessoas fingem se importar."
1441,"E pra solidão me entreguei de cabeça, corpo e alma."
1442,A vida é um pescoço esperando para ser enforcado
1443,O acaso me deixou tão só...
1444,Eu queria ser o motivo do sorriso de alguém
1445,Tem uma vida nos meus problemas
1446,Se não desse errado não seria eu
1447,"Em relacionamento aberto com a solidão, decepção e paranóia. Afinal, todas me queriam por perto."
1448,Todo dia durmo disposto a mudar minha vida. E todo dia acordo e faço tudo igual.
1449,Sempre tem aquela pessoa que fode com seu psicológico.
1450,"Dizem que sou uma ótima companhia. ""Vamos lá solidão diga a eles"""
1451,"Então diga que não vai sair da minha vida,  diga que não passa de mentira, quando dizem que o amor morreu."
1452,Não quero te prender e muito menos te soltar. Porque eu sei que qualquer coisa lá fora seria melhor do que eu.
1453,"Você vai ficar bem sem mim, e esse é o problema."
1454,Faço coisas pequenas se tornarem as mais complicadas possíveis.
1455,Eu costumo ser aquela estrofe daquela musica que ninguém entende
1456,"Eu costumo ser aquela poesia sem conteúdo, sem rima, sem nada."
1457,Eu costumo ser o tapete que as pessoas pisam
1458,Eu bebi saudade a semana inteira
1459,Eu tô em um daqueles dias que qualquer coisa me faz desabar.
1460,Queria ser feliz por um dia.
1461,"E eu já sei que nunca serei o suficiente pra você, tenho que parar de me torturar tanto."
1462,"Lá vou eu pegar meus velhos amigos, os cigarros."
1463,A nicotina resolve tudo.
1464,"Me procure na vida, sou aquele que sempre está no fundo do poço."
1465,"O vazio que não me coube, me fez transbordar."
1466,"Ei, lembra de mim? Eu costumava estar ao seu lado quando todos te esqueciam."
1467,"Decepções fazem as pessoas mudarem, e nunca é pra melhor."
1468,O pesadelo de acordar e ver que nada mudou.
1469,Tem pessoas que nos fazem sentir mais solitários do que somos.
1470,"Eu não consigo mais ver o lado bom das coisas, olha o ponto que eu cheguei."
1471,"Sou apenas eu, minhas paranoias e minha solidão eterna."
