,username,tweet,link
434,lunekuruta,"O bacana de caminhar em meio a lugares com vegetação (ainda mais ouvindo músicas que você curte) e brincar um pouco com o cachorro de bônus é que é uma forma de higiene mental. Mesmo se você não tem diagnóstico de depressão ou ansiedade, recomendo muito.",https://twitter.com/lunekuruta/status/1025185948768845824
435,lawlietsstalker,"Fiz esse teste há dois anos e o resultado foi depressão severa. Ignorei e segui em frente. Dois anos depois, diagnóstico de depressão e ansiedade, antidepressivos, 3 tentativas de suicídio e sem terapia.",https://twitter.com/lawlietsstalker/status/1024894532117245953
436,n8jessika,"Eu estava super ansiosa pra estreia e amei! Recebi o diagnóstico de depressão e ansiedade há duas semanas e foi muito útil pra mim. Muito obrigada pelo Podcast, vc e o pessoal da produção estão de parabéns!! ♥",https://twitter.com/N8Jessika/status/1024825069292404736
437,felipebkzete,vivendo pelo meu diagnóstico de depressão,https://twitter.com/felipebkzete/status/1024664530637541377
438,weniakathiane,O suicídio e a controvérsia do diagnóstico de “depressão”  https://portugues.medscape.com/verartigo/6502562?faf=1&src=soc_fb_180727_mscpmrk_pt_Top10 …,https://twitter.com/weniakathiane/status/1023930559242952705
439,marimessias,"Isso sem contar a raiva que passei quando descobri que diagnóstico de depressão pós cirurgia cardíaca tem até nome e mulher aí tirando útero e ovários, tipo eu, só ouve um ""não exagera"" generalizado, depois",https://twitter.com/marimessias/status/1023576659071524864
440,kuramaconha,"voce tem depressao ou algo do tipo? — a primeira vez q eu recebi um ""diagnóstico"" de depressao foi em 2013, na escola, mas nunca tive u...  https://curiouscat.me/black_mage/post/584019535?1532570522 …",https://twitter.com/kuramaconha/status/1022300983421018112
441,ateuhomossexual,Já li gente falando que ficou “muito feliz quando o psiquiatra confirmou o diagnóstico de depressão que eu sabia que tinha” Fiquei muito ué,https://twitter.com/ateuhomossexual/status/1022199187532861441
442,danniesousa7,"Talvez queiras discutir o assunto com um psiquiatra e descobrir quais os critérios para um diagnóstico de depressão. Porque digo-te, por experiência própria, que não sabes do que falas.  (e umas aulas de português porque não, that's not what you meant)",https://twitter.com/danniesousa7/status/1021508177865650176
444,conceicaonogue1,O suicídio e a controvérsia do diagnóstico de “depressão”  https://portugues.medscape.com/verartigo/6502562?faf=1&src=soc_fb_170718_mscpmrk_ptpost_suicidio_diagnostico_depressao …,https://twitter.com/conceicaonogue1/status/1021150631904653314
447,amandeusaa,"Depois que recebi o diagnóstico de depressão, eu só consigo pensar em como eu deixei chegar a esse ponto.",https://twitter.com/amandeusaa/status/1019374611421593602
448,bonfajunior,"aguentei do início do ano até agora chorando e delirando sozinho, não queria ser visto como doente, assim que busquei ajuda me colocaram como caso de urgência no posto de saúde, agora é questão de um mês pra me darem diagnóstico de depressão psicótica ou transtorno esquizoafetivo",https://twitter.com/bonfajunior/status/1017968322758004736
449,legendrhode,Experiência própria com diagnóstico de depressão via internet tá meninas  https://twitter.com/jelenasourcebra/status/1017477303931109376 …,https://twitter.com/legendrhode/status/1017478549735911424
450,rayssets,exatoooo slsjjaskjs tinha uma q td dia q eu ia la me perguntava “mas quem fez esse diagnóstico de depressão mesmo” O PSIQUIATRA CARALHO “hmmm interessante”,https://twitter.com/rayssets/status/1017389955620966405
451,mzevaleria,“Diagnostico de depressão bipolar pode levar ate 10 anos” no @oficial_aboutme  https://aboutme.com.br/noticias/visualizar/6781 …,https://twitter.com/MzeValeria/status/1017171764860858375
452,institutocrispi,50% das mais de 3 mil mulheres que responderam ao estudo foram diagnosticadas com o transtorno da ansiedade generalizada. Outros 34% receberam o diagnóstico de depressão e 50% de stresse.  https://revistanews.com.br/2018/07/10/50-das-mulheres-com-endometriose-sofrem-de-ansiedade/ …,https://twitter.com/InstitutoCrispi/status/1017132890902204420
454,vkenisson,Como estará minha garota especial hoje? Espero que melhor que eu.. Eu acabei de receber um diagnóstico de depressão e nem imaginava.. Mas não quero aceitar isso.. Minha mente diz que ainda há muito o que fazer e eu não posso parar.. Mas como continuar quando tudo parece perdido?,https://twitter.com/VKenisson/status/1016449501878419456
455,arianabuterflly,"Uma garota racista começou a me atacar porque eu elogiei a foto de uma artista que ela não gosta, então pra evitar discussão, eu reclamei com ela na DM e a mesma divulgou a conversa me ridicularizando. Eu tenho diagnóstico de depressão e isso está me fazendo péssima.",https://twitter.com/arianabuterflly/status/1016072670633496576
456,_izabellha,"esse negócio de ter pessoas com diagnóstico de depressão em casa atinge demais meu psicológico, tem dias que não sei lidar. ☹️",https://twitter.com/_izabellha/status/1015635993570037763
457,gabrielkahled,"Nossa, não tá muito rápido pra ter um diagnóstico de depressão?",https://twitter.com/Gabrielkahled/status/1014956224574615552
458,lucas_ed,"Diz que esse cara aí (do print) falou que depressão é causada pelo demonho. Beleza.  Causada pelo demonho, pela sua mãe, pela falta de sexo ou pelo que for: se vc estiver diagnóstico de depressão,vá para a igreja se isso te ajuda. Mas TOME OS MEDICAMENTOS! Até Deus curte o help!  https://twitter.com/delucca/status/1014862318344253440 …",https://twitter.com/lucas_ed/status/1014898483650879488
459,srtapedroso,"Final de semestre em 2011, recém tinha entrado na arquitetura, crises de gastrite insuportáveis, coincide com o primeiro diagnóstico de depressão, apesar de já ter a doença desde a adolescência, mas o pico maior foi depois de entrar na faculdade mesmo",https://twitter.com/SrtaPedroso/status/1014020311652667397
460,thaaii_z,"Cê sabe que existem critérios pra diagnóstico de depressão né? Esses critérios incluem tristeza, isolamento, pensamento “negativo”. Então, em partes, da pra rotular sim. O medicamento eh so uma ajuda, ele não cura Ngm, mas tem gente (eu) q precisa e parar do nada eh errado",https://twitter.com/thaaii_z/status/1013819532568342529
461,mylifeassluis,"nunca jamais de maneira alguma subestime um diagnóstico de depressão. você NÃO consegue enfrentar sozinho, sem acompanhamento, sem remédio... terapia NÃO é um gasto desnecessário. cuide do seu amigo cérebro",https://twitter.com/mylifeassluis/status/1013577526952779776
462,alveslaree,"Eu entendo oq ela quis dizer, pois muita gente com diagnostico de depressao acha comodo se esconder atras de uma doença se intupir de remedios pra viver ""bem"" sem procurar uma cura pois é mais facil tomar remedios pra se controlar do que enfrentar seu próprio eu...",https://twitter.com/alveslaree/status/1013506702505803777
463,spiderela,SIM CARAIO n da p deixar o cara sem todas essas merda acontecendo no passado???? fora q parece q foi canon o diagnóstico de depressão né realmente o porra   e até parece q o tony tem aquele tamanho de bunda pra ficar comendo o cu dos outros ATÉ PARECE,https://twitter.com/spiderela/status/1012752527115333632
464,thisnotatest,"Mesmo com os próprios psicólogos afirmando que o diagnóstico de depressão é complexo, a maioria das pessoas, a mídia, trata comose fosse o de um braço quebrado",https://twitter.com/thisnotatest/status/1012679024605323264
465,brrubbs,Você tem diagnóstico de depressão mesmo? — É... Eu faço acompanhamento com psiquiatra e psicólogo há dois anos. Precisei de atestado pra ent...  https://curiouscat.me/agnibru/post/543125009?1530150792 …,https://twitter.com/brrubbs/status/1012151898839900160
466,ninanros,"@GloboNews Muitos Médicos apenas receitam alguma medicação, com o diagnóstico de ""depressão "" , ""ansiedade"" e mais . É  bem mais fácil..",https://twitter.com/Ninanros/status/1011738926565019648
467,adrianasant_ana,"Odeio também, até porque já teve medico que não deu tanta importâncias para as minhas queixas de dor, por não ter depressão. Já fui aconselhada por advogado a ""comprar"" um diagnostico de depressão para tentar aposentadoria  e não é difícil conseguir ""comprar"", temos dor crônica.",https://twitter.com/adrianasant_ana/status/1011361215241773059
468,vergonhosamente,"Esse menino está com diagnóstico de depressão, também tinha tudo nas mãos agora ter qe dividir a herança com mais três  O pai parece um coelho",https://twitter.com/vergonhosamente/status/1011357065057656844
469,itsthatbeard,"Diagnóstico de depressão é algo q ngm deveria receber, na moral, só faz te sentir mais merda e mais no fundo do poço",https://twitter.com/ItsThatBeard/status/1010979526195728384
470,thisnotatest,"Diagnóstico de depressão  https://drauziovarella.uol.com.br/drauzio/diagnostico-de-depressao/ … agora, me mostrem aí onde ele fala dos exames de detecção de desequilíbrio neuroquímico do cérebro?",https://twitter.com/thisnotatest/status/1010965996042145793
471,hypedboi_,"um dia desses, eu recebi o diagnóstico de depressão e desformismo corporal, e quando me abri com uma amiga, isso foi oq eu recebi:  pic.twitter.com/TRXc8Yqp3B",https://twitter.com/hypedboi_/status/1010705229015322625
472,jbeatrizj,"se você também tem diagnóstico de depressão, você sabe o quanto as pessoas falam ""é só preguiça/falta de vontade/desculpa"" e o quanto isso é destrutivo",https://twitter.com/jbeatrizj/status/1009106200200433664
473,jbeatrizj,"não é só dos outros não, porque eu tenho diagnóstico de depressão há muito tempo e sei o quanto isso caga na minha vida e não, eu não sou - e não devo me sentir - culpada por isso, nem achar que é só preguiça, frescura, ou muleta :)",https://twitter.com/jbeatrizj/status/1009094238242516995
474,agridooce,"No meu caso, eu já tava com diagnóstico de depressão associada a transtorno bipolar Mas nunca tinha tido crise de pânico e ansiedade Até que eu tava em ônibus lotado um dia e um cara tentou me abusar Eu tava de vestido  Congelei, arrumei força só pra pedir parada e descer +",https://twitter.com/agridooce/status/1007662859738894336
475,priscilavanti,"Na análise, a terapeuta perguntou meus sintomas da depressão e eu relatei. “Priscila, vc sabe q hj em dia o diagnóstico de depressão tá mto banalizado, né? Mas vc realmente apresentou muitos sintomas.” 🤔",https://twitter.com/priscilavanti/status/1006639734742020102
476,espectralll,"todos esses anos desde que tive o diagnóstico de depressão aos 14 anos de idade nada me deixa mais triste e irritada do que alguém me resumir a uma pessoa “dramática” “carente” “exagerada”  nossa descobriu a américa né, parabéns pela conclusão",https://twitter.com/espectralll/status/1006381810341859328
477,felipefcard,vcs sabem q só quem da diagnóstico de depressao é um especialista né twitteiro de 14 anos nao,https://twitter.com/felipefcard/status/1005925283436867584
478,c_vieira93,Aqui em casa até mesmo quando a pessoa se mata é chamado de frescura e quis chamar atenção.. O pior é que minha mãe tem diagnóstico de depressão e não se trata porque remédio deixa a pessoa louca e chapada e terapia é charlatanismo 🙄😡,https://twitter.com/c_vieira93/status/1005886357686845441
479,lana_tritonnini,São dramáticas demais. Tão quase dando diagnóstico de depressão,https://twitter.com/Lana_Tritonnini/status/1005859088218185728
480,drogonromanoff,"Minha mãe tem diagnóstico de depressão, meu maior medo é que ela tente fazer algo",https://twitter.com/drogonromanoff/status/1005749297386844160
481,anamatospires,Mas onde está o diagnóstico de depressão do senhor? Hã suicidios sem depressão,https://twitter.com/anamatospires/status/1005418561798590464
482,thelivi13,"No meu caso, eu achava que isso era normal por ser algo q sempre rolou. Fui na psicóloga esse ano e ela falou que isso era diretamente ligado com meu diagnóstico de depressão e ansiedade. Ainda assim continuo perdendo mais de  hr e meia por dia procurando motivos pra sair da cama",https://twitter.com/TheLivi13/status/1003630410692222976
483,lexixous,"Daqui para o final ele vai trazer um diagnóstico de depressão clínica, uns machos q vc n quer nem pintado de ouro na sua frente, brigas na sala e uma gastrite nervosa. Boa sorte",https://twitter.com/lexixous/status/1003100228671737856
484,peregrin4r,eu entraria em um diagnostico de depressão deplorável    vinho é simplesmente a melhor bebida,https://twitter.com/peregrin4r/status/1002634308824322050
485,diesformyxuxa,Ah pronto que ja acordei pra ver gente fazendo textao sobre as adolescentes reclamando da escola pq gente rica tb pode ter depressão ALGUÉM CHORA NA INTERNET JÁ TEM DIAGNÓSTICO DE DEPRESSÃO então,https://twitter.com/Diesformyxuxa/status/1002166387878629376
486,ratazanica,"eu toda no futuro dizendo pros meus pacientes que existe vida pós diagnostico de depressao mas nem eu acredito nisso, a que ponto cheguei",https://twitter.com/ratazanica/status/1001900639180509184
487,marmoriva,"Nunca tive diagnóstico de depressao, mas já passei por fase braba... Qdo soube o tema da série nem quis começar. Vejo o assunto delicado demais pra ser tratado de qq forma.",https://twitter.com/marmoriva/status/1001813611713572864
488,gabiiperoba,Uma pena eu ter comprado o livro Os Treze Porquês antes do diagnóstico de depressão,https://twitter.com/gabiiperoba/status/1001651916999360512
489,camilemees,"Por me importar tanto com as coisas e até demais, tenho um diagnóstico de depressão grave, simplesmente isso",https://twitter.com/camilemees/status/1001634110903869445
490,grr_u_u,Depressão normalmente é se vc tem esse pensamentos todo dia ou sente um desânimo e cansaço que não parece ser natural. Mas eu não sou psicóloga e se vc tbm não é NÃO FAÇA UM AUTO DIAGNÓSTICO DE DEPRESSÃO Procure um profissional+,https://twitter.com/GRR_U_U/status/1001293391672594432
491,souzaisabellaa,"hahahah era siiiim, eu cheguei a iniciar o tratamento com o psiquiatra, eu tinha o diagnóstico de depressão, transtorno de ansiedade e bipolaridade e, sindrome do pânico e felizmente não precisei continuar o tratamento, porque fui milagrosamente curada de todas! MINHA experiência",https://twitter.com/souzaisabellaa/status/1001093112268193792
492,stanskatic,mano imagina as pessoas que não tem diagnóstico de depressão ainda e assistir essa BOSTA achando que suicídio é a solução!! pelo amor de deus fica esperta,https://twitter.com/stanskatic/status/1000221034879049729
493,xmarvelox,"Num dia acordo bem, num dia acordo mal. Meu humor varia mais que previsão de tempo em país tropical.  Não só meu humor, meu corpo, meu cabelo, minha rotina, minhas viagens [...]  Não demorou para que o diagnóstico de depressão e ansiedade me fossem dados como agentes causadores",https://twitter.com/xmarvelox/status/999700320681947136
494,yaseumln,eh preciso um diagnóstico de depressão pros cara começar a tomar cuidado c oq fala pra ti  cancela o planeta e começa dnv q deu errado,https://twitter.com/YASEUMlN/status/999386789285638145
495,illumin4ty,"eu tenho diagnóstico de depressão e ansiedade tem mais de dois anos. meus pais presenciaram uma crise pela primeira vez há duas semanas. foi horrível e eu me senti envergonhada, mas hoje eles tratam a situação de outra maneira e isso tá sendo tão bom que nossa!",https://twitter.com/illumin4ty/status/998770305886752769
496,eumarianatm,"Não diminua o diagnóstico de depressão de alguém falando que é pra ficar ""feliz"" pq existe doenças piores. É UMA DOENÇA MENTAL! você não sabe o inferno que se passa na cabeça dela.",https://twitter.com/eumarianatm/status/998668514033651712
497,cesryhan_,Maioria das vezes quem da diagnostico de depressão é psiquiatra,https://twitter.com/cesryhan_/status/998361735382880257
498,illumin4ty,"meu tempo iguaçuano me rendeu um diagnóstico de depressão? rendeu. mas como eu sinto da rural e daquelas pessoas... carol, will, liz, mineiro, até doi só de lembrar :(",https://twitter.com/illumin4ty/status/997842902935130113
499,judsju,"Na vdd se houver diagnostico de depressao, com indicacao do psiquiatra, rola psicologo sim!  Existem os CAPS e os CRAS. Um deles deve contar com psicologo que possa te atender. O processo é longo mas dá sim",https://twitter.com/judsju/status/997474188284788737
500,chocolatcheeks_,onde que clínico geral faz diagnóstico de depressão POR DEUS DO CÉU,https://twitter.com/chocolatcheeks_/status/997460020211208192
501,andrezadelgado,"Muito gatilho para quem tem diagnóstico de depressão, boderline ou qualquer tendência suicida.",https://twitter.com/andrezadelgado/status/997449333061685248
503,mi_nicotina,"A cada dia que passa, mais uma amiga minha recebe o diagnóstico de depressão. Estamos vivendo em um mundo carente, onde cismamos não precisar do outro, enquanto é o que mais precisamos.",https://twitter.com/mi_nicotina/status/996570510338248704
504,czardofogo,como é o diagnóstico de depressão?,https://twitter.com/czardofogo/status/996211194867453954
505,baerkbyun,"Ata, vcs devem estar pensando “ o que sua mãe tem a ver com isso?” Simples, contei tudo a minha mãe e pro meu pai.. um maldito tenente, eles ignoraram, fui a psicólogos e recebi o diagnóstico de depressão grave",https://twitter.com/baerkbyun/status/995835691505512448
506,juliadsj,"em 2018 eu: engordei e emagreci pra caralho (valeu bulimia) sai do trabalho desisti de 4 cursos recebi diagnóstico de depressão, ansiedade e síndrome do pânico  meu amigo faleceu passei meu aniversário sozinha e no último ano do médio vou ser obrigada a parar com a escola",https://twitter.com/juliadsj/status/993491549978849280
507,jufat2,"em 2018 eu: engordei pra caralho fui obrigada a sair do trabalho desisti de 4 cursos recebi diagnóstico de depressão, ansiedade e síndrome do pânico  meu amigo faleceu e no último ano do ensino médio vou ser obrigada a parar com a escola",https://twitter.com/jufat2/status/993490027882713088
508,slztherin,eu to implorando pra vcs gente nao usa post de tumblr como diagnostico de depressão e ansiedade vão na porra de um profissional  pic.twitter.com/OjnWCuri3X,https://twitter.com/slztherin/status/993252085008420865
509,niseokmyhope,"Melhorando minhas palavras. Depressão não é vitimismo, por que quando você chega em casa com um diagnostico de depressão o seu primeiro medo é que pessoas pensem que você é fraca fingida ou manipuladora.",https://twitter.com/NiseokMyHope/status/993091458029834243
510,acabouchorare,"A coisa mais triste que eu já constatei na realidade da minha geração é de que eu sou PRIVILEGIADA de não ter um diagnóstico de depressão ou qualquer outra patologia mental. Se só de estar ansiosinha e com umas noitinhas sem sono eu já fico fodida, imagina CONVIVER com isso.",https://twitter.com/AcabouChorare/status/993064020117786624
511,badgirleticia,tem gente q acha q depressão eh assim:  *to triste hoje* to com depressão mn  oi galera o diagnóstico de depressão n é assim ta bom minhas flor?,https://twitter.com/badgirleticia/status/991506405483040768
512,milaayleen,16) Meu primeiro diagnóstico de depressão e bipolaridade foi em 2006. Mas só fui tomar alguma atitude e tratamento pra isso em 2014.,https://twitter.com/milaayleen/status/991362829998583808
513,zizipossotebja,eu fico pensando nossa ainda bem que nao planejei minha vida quando eu tivesse a idade que tenho se nao hoje teria um diagnostico de depressao,https://twitter.com/zizipossotebja/status/991163358526177281
514,grandesapojack,"A ironia de tudo, é que isso aconteceu antes do diagnóstico de depressão dela. Assim como as pessoas incitam, por nao saber o que é ter depressão. Nada disso merece pena de morte. Mas é a mesma situaçao, sem tirar nem pôr. É triste, mas é o mundo...",https://twitter.com/GrandeSapoJack/status/990075632276172800
515,loualencar,"Um dia minha mãe e eu vamos tentar enfrentar o ""diagnóstico"" de depressão, mas até lá vamos continuar mascarando com falta de motivação e preguiça",https://twitter.com/loualencar/status/989902023553318912
516,just_buuuh,"Mas certamente deram suas justificativas, que cabiam no contrato. A aAP está com diagnóstico de depressão e ansiedade.. o Diego li hj a tinha compromisso com o Doutorado. As pessoas não podem simplesmente não ir, a algo que eles têm obrigação de comparecer..",https://twitter.com/just_buuuh/status/989337047675625472
517,rosouza081,Não é fácil receber diagnóstico de depressão. Mas agora que sabemos o problema... vamos lutar contra ele.,https://twitter.com/RoSouza081/status/989166482490908672
518,annedheizielly,"Que fase ... Em menos de um mês convulsão, desmaios, febre, viroses, diagnóstico de depressao... por aqui tudo bem tudo ótimo",https://twitter.com/AnneDheizielly/status/989154746194911232
519,thayzafe,A maioria é deprimido e parece torcer por 1 diagnóstico de depressão.,https://twitter.com/ThayzaFe/status/988154952936718336
520,nubia_mari,Agora aparece com diagnostico de Depressão pra se por ainda mais como vítima porque ela realmente precisa tratar coisas da alma e internas que são profundas  tenho tanta pena dela e posso dizer que no começo torci por ela mas ela consegui repelir até pessoas que acharam ela legal,https://twitter.com/nubia_mari/status/987863709933604864
521,soulhyuna,quando ela vai perceber que eu tô mal muito mal mesmo e que se eu estiver com diagnóstico de depressão eu nem me surpreendo,https://twitter.com/soulhyuna/status/987222776464510976
522,acavalheirojnr,"Os principais sintomas de alguns dos principais tipos de desestruturação mental e emocional. O diagnóstico de depressão leva em  conjunto de sintomas, bem como a persistência deles. Os principais indicativos dessa doença são: Sensação de tristeza profunda que ... cont. 7",https://twitter.com/ACavalheiroJnr/status/987053530107273218
523,acavalheirojnr,"2) cont. :-a pessoa suas plenas capacidades mentais.  Os principais sintomas de alguns dos principais tipos de desestruturação mental e emocional. O diagnóstico de depressão leva em  conjunto de sintomas, bem como a persistência deles... cont. 3",https://twitter.com/ACavalheiroJnr/status/987052168833306625
524,miss0livas,"Sério, nunca menosprezem alguém que tem diagnóstico de depressão ou sintomas.",https://twitter.com/miss0livas/status/986737987571671041
525,porrhayssa,"Menino, minha relação com mainha é mais ou menos assim. Mas desde o diagnóstico de depressão, ela pareceu mais preocupada e eu acabei notando que por mais que falasse com amigos ou ficasse só, ela seria a única do meu lado independente da situação.",https://twitter.com/porrhayssa/status/985918997223878657
526,enaulandlion,Tenho diagnóstico de depressão e ansiedade mais lendo esses outros dois me deu um certo medo 😓  https://twitter.com/caoticamenteale/status/985512281692925954 …,https://twitter.com/enaulandlion/status/985884581244043264
527,eulorenarsn,"Chegou uma senhora visivelmente c hipertireoidismo, bem emagrecida, olhos saltados, n precisava olhar exame pra saber .. e a médica dela deu diagnóstico de depressão e mandou ela ir num oftalmologista, é um puta descaso da porra",https://twitter.com/eulorenarsn/status/984916092832268288
528,gabriel_gw2,Tenho medo de fazer diagnóstico de depressão e dar positivo...,https://twitter.com/Gabriel_GW2/status/983750651409784832
529,rossin_danilo,Tenho medo de fazer diagnóstico de depressão e dar positivo...,https://twitter.com/rossin_danilo/status/983658424637558785
530,derekluccas,Tenho medo de fazer diagnóstico de depressão e dar positivo...,https://twitter.com/derekluccas/status/983556817996394496
532,myri4n,"Gente, existe pessoas q não tem diagnóstico de “depressao” mas em certos momentos ou períodos se sentem depressivas? O nome desse período é depressao ou tem outro nome?",https://twitter.com/myri4n/status/982820125085700096
533,pmee_la,"Obviamente eu sei de pessoas que fazem as coisas mais absurdas, tipo agredir alguém,e justificam o comportamento com o transtorno,mas as pessoas que receberam um diagnóstico de depressão, que não escolheu receber esse diagnóstico e que enfrenta dificuldades se sente num limbo.",https://twitter.com/pmee_la/status/981719093643567105
534,affpandala,"Consegui consulta no mesmo dia que fui e comecei a medicação até sair a consulta. Após a consulta de quase 2hrs saí com receita pra nova medicação e o diagnóstico de depressão, mas com crises de estresse e ansiedade...",https://twitter.com/affpandala/status/981560789671784448
535,marcsbolan,"crazy ex girlfriend nunca tentou maquiar a rebecca ou levar pra outro rumo, sempre deixou claro que ela tinha diagnóstico de depressão e ansiedade  ela msm falava que tava insatisfeita com esses diagnósticos e nao negava a existencia de outra coisa. o borderline nao foi do nada",https://twitter.com/marcsbolan/status/981210179231416321
536,tertuliana_max,"sou taxada de depressiva e olha q nem sou, já tive umas epocas bem na bad, mas nunca tive diagnostico de depressao",https://twitter.com/tertuliana_max/status/980992504286851074
537,cansadabbms,"Faz uns 11 meses que tomo remédio por diagnóstico de depressão profunda e ansiedade. E até hj, estando mt mais esclarecida e melhor, me deparo com amigos  e familiares julgando e menosprezando o que passo.",https://twitter.com/cansadabbms/status/980946936130805760
538,whatstump,olha eu imagino e entendo....e não por isso!!! espero que sim pq eu coloquei tudo naquela carta sobre o meu diagnóstico de depressão e o quanto eles me ajudaram no processo só quero que eles saibam o quanto eles significam pra mim 😔,https://twitter.com/whatstump/status/980763845600972801
540,odeiobrocoiis,tO escutando green day isso eh um diagnostico de depressAo?,https://twitter.com/odeiobrocoIis/status/977957411272187905
541,larievaz,ano de copa nois comemora 4 anos com diagnóstico de depressão e dependente de remédios 👏🏻👌🏼🔝,https://twitter.com/larievaz/status/977753353194295296
542,nathaliaio,ok como contar pro seus amigos sobre o seu diagnóstico de depressão?,https://twitter.com/nathaliaio/status/977652332941991943
543,simonemattos20,"Nem falei q to curada!  Disse q to me.recuperando... tive diagnóstico de depressão e tenho lusado muito contra! Me envolvo em programas, faço atividades sociais, tudo pra me manter em pé. Sinto muito por sua perda. Talvez no.meu Caso tenha achado.meios p.segui",https://twitter.com/simonemattos20/status/977535817580273665
545,fnandaer,"eu vou dar sempre hate, pq não acredito até ser provado contrário — vou postar o diagnóstico de depressão/ansiedade/bipolaridade no twitter pera aí  https://curiouscat.me/fnandaer/post/367034067?1521776629 …",https://twitter.com/fnandaer/status/977028268212748290
546,anafagnds,"Eu cheguei em um ponto de negação tão grande dos meus sentimentos, que eu nunca conto tudo pra psicóloga pq eu sei que ela vai me dar diagnóstico de depressão e eu não quero que isso aconteça",https://twitter.com/AnaFagnds/status/976637815315488768
547,lambidamagica,uma cor que combine com meu diagnóstico de depressão,https://twitter.com/lambidamagica/status/976478431822188545
548,reedo_dayfly,Diagnóstico de depressão é uma das coisas mais difíceis que tive de processar,https://twitter.com/Reedo_dayfly/status/976110622789206016
549,luancascavel,parem de fazer teste aleatório na internet e interpetar como diagnóstico de depressão e ansiedade a maioria desses quiz so fazem perguntas genericas pra td achar que tem desturbio o porra,https://twitter.com/luancascavel/status/975931469611917314
550,_wh1ter0se_,"Imagino como seja, eu nunca tive diagnóstico de depressão, mas também nunca fui atrás também, mas sei como é difícil ligar o foda-se prós outros e como é difícil ouvir certas coisas. Eu sofro muito com coisas que me falam, mas tô aprendendo tb a não dar ouvidos",https://twitter.com/_wh1ter0se_/status/975773908891783169
551,suddenlyzarry,"É triste ver as pessoas na internet querendo pagar de uma coisa que não são e concordando que depressão não é frescura. Mas quando você precisa conversar com alguém ou cita que tem diagnóstico de depressão a pessoa já fala ""para de frescura""",https://twitter.com/suddenlyzarry/status/975227498534498304
552,giov_borsellino,"Minha mãe essa semana falou q esse mês vão fazer 47 anos q minha avó recebeu o diagnóstico de depressão, gente PQP 47 ANOS",https://twitter.com/giov_borsellino/status/975152762295062528
553,distress_coma,"Enquanto eu preencho +1 currículo, eu penso: ""Não ter diagnóstico de depressão será considerado um diferencial"".",https://twitter.com/Distress_Coma/status/974767315937124352
554,silmaraguimare1,"Quando se tem um diagnóstico de depressão, aparecem mil pessoas falando o que devem. Falam achando que...  http://youtu.be/rCltULe8sig?a ",https://twitter.com/SilmaraGuimare1/status/974429500229505024
555,arquionauts,"minha mãe nunca me entendia, não me notava e mal olhava pra mim. Depois do diagnóstico de depressão e ansiedade, depois do início do tratamento, ela nunca mais saiu de perto de mim. Hoje tenho o apoio dela pra tudo.",https://twitter.com/arquionauts/status/972875302769713152
556,insideanndout,"recebi diagnóstico de depressão no início de 2016, tomei um bocado de remédio e nada funcionava, fui em psicólogo e nada  em dezembro de 2018 nos ligamos que os quadros depressivos eram por causa da carência de b12, tô suplementando desde então e sou outra pessoa",https://twitter.com/insideanndout/status/972491209070522369
557,laauraott,eu sei que eu não sou meu diagnóstico de depressao por exemplo.. mas eu quase não me lembro de como é não ter depressão ou não estar triste e aí eu fico noiando com isso de que o remédio vai me iludir e me mudar e,https://twitter.com/laauraott/status/971982303529349120
558,ramonbittenc,"no dia da prova “liste 5 características do diagnóstico de depressão maior” “olha professora, não sei. Mas como é que faz pra ter uma pele não boa???”",https://twitter.com/ramonbittenc/status/971768480298160128
559,_umlixo,"Espero que a vida te encontre tbm. Não tenho um diagnóstico de depressão, mas entendo muito de não ter o controle de suas proprias emoções e de pensamentos suicidas. Como muitas vezes parece ser a única saída prática contra uma existência torturante e sem significado, porém +",https://twitter.com/_umlixo/status/971642899627675648
560,vsfalicia,Vocês conseguem acreditar em um caso em que o namorado abandonou quem ele dizia tanto amar depois de um diagnostico de depressao e tentativa de suicidio?,https://twitter.com/VsfAlicia/status/971145651122827266
561,wonder_woman251,Alguém pode me dar o diagnóstico de depressão?,https://twitter.com/Wonder_Woman251/status/971141996810293248
563,noodleslady,Vc tem algum diagnostico psiquiátrico? — eu tive diagnostico de depressao e transtorno de ansiedade em 2013? acho aí comecei a tomar reméd...  https://curiouscat.me/noodleslady/post/341245293?1519941347 …,https://twitter.com/NoodlesLady/status/969330386764550144
564,dgoncalves8,Você não precisa carregar esse peso dentro de si o diagnóstico de depressão pode ser revertido basta você se voltar pra Jesus. Procure uma Universal nesta sexta feira. #DepressãoTemSaída,https://twitter.com/Dgoncalves8/status/968940353637187584
565,july_malta,"Depois de meses com dores por todo corpo, recebi então o diagnóstico de Depressão, fiquem atentos aos sinais do seu corpo.",https://twitter.com/July_Malta/status/968194794567688192
566,saravalle,"""Ah mas vc não se sentiu tocada pelo vídeo da Jout Jout pq se sente completa""... Migo, eu tenho diagnóstico de depressão e se tem uma coisa que não me sinto é completa. Simplesmente não consigo me emocionar com o óbvio.",https://twitter.com/saravalle/status/967072490781634561
567,rafaelatome_,+ um diagnóstico de depressão pra conta,https://twitter.com/rafaelatome_/status/966684403207372800
568,politicasemcens,“Laudo médico com diagnóstico de depressão e greve de fome” para escapar da cadeia  https://fb.me/MX6GiMBd ,https://twitter.com/PoliticaSemCens/status/965961333677154307
