,username,tweet,link
1836,cerrrf,"2018: me assumi gay para minha família, fui diagnosticado com depressão, passei por um drama de automutilação, mas contei com o apoio de pessoas maravilhosas e redescobri o amor da minha família. um ano maravilhoso de mto aprendizado e renascimento  meu sentimento é de gratidão.  pic.twitter.com/hxhWqWIiZM",https://twitter.com/cerrrf/status/1071253676625416192
1838,eu_le1,"E quando falo isso, me refiro a todos que estiveram de alguma forma comigo, a maioria das pessoas não sabem q eu fui diagnosticado com depressão ou q convivo com ela todos os dias, por isso o motivo de estar sempre sorrindo, não pra mascarar, mas pra dizer q ela não tem vez aqui",https://twitter.com/eu_le1/status/1070860583581425664
1845,macioumarcio,"Bem, fui diagnosticado com depressão moderada. Eu realmente não queria tomar antidepressivo, mas... Melhor viver, né!? O negócio é aceitar mesmo",https://twitter.com/macioumarcio/status/1069716500091715584
1854,msftts,"Era bem isso a consulta, mesmas perguntas e saia, voltava com remedio. Eu fui diagnosticado com depressão profunda, indice de fobia social e sindrome do panico. Eu to tomando escitalopram e setralina",https://twitter.com/Msftts/status/1068321081847627776
1855,galops12,fiz um teste com o zenklub e fui diagnosticado com depressao moderada 😰😪,https://twitter.com/galops12/status/1068297995672854530
1859,ne_pomucenoo,"Já vai fazer 1 mês que fui diagnosticado com depressão psicótica, 1 mês que fiquei solteiro, 1 mês de muita batalha que venho vencendo!   2018 foi muito muito não tem palavra para descrever esse ano, só desejo que 2019 aconteça mais coisas boas e positivas!",https://twitter.com/ne_pomucenoo/status/1067834197283430400
1861,derekastar,"Eu fui diagnosticado com depressão depois de tomar muitos remédios de uma vez, logo após uma crise. Eu sei que muita gente não acha que isso é real, mas eu fiz isso por sentir muita pressão em cima de mim por eu ser gay.",https://twitter.com/DerekAstar/status/1067308085314760704
1862,japonesbjj,"Mano que bosta , fui diagnosticado com Depressão ....",https://twitter.com/Japonesbjj/status/1067261168941699072
1869,zarbeon,"semana passada fez um ano que eu fui diagnosticado com depressão profunda, eu me lembro até hoje do quanto minha mãe se esforçou pra não chorar na minha frente, naquele momento.  E eu nunca vou me perdoar por ter feito ela sofrer tanto.",https://twitter.com/Zarbeon/status/1066544762394681344
1872,wellingtonluann,"Desde o dia que fui diagnosticado com depressão, crise de pânico e ansiedade eu prometi a mim mesmo que não deixaria mais ninguém me pisar, me fazer de otário ou me deixar abalar por qualquer coisa que os outros fizessem ou falassem",https://twitter.com/Wellingtonluann/status/1066471420014878720
1874,vinsharpie,"Eu já fui diagnosticado com depressão, já tentei suicídio, sofro muito com ansiedade e para complementar ainda tenho distúrbios do sono quase que todo dia, estresse nem se fala, hoje foi uma combinação de estresse com ansiedade...  Minha saúde em primeiro lugar!  https://twitter.com/vinsharpie/status/1066056468930146305 …",https://twitter.com/vinsharpie/status/1066056874389368832
1875,deftballs,"fui diagnosticado com depressão, déficit de atenção. nunca cheguei nesse estado, someone call the emergency",https://twitter.com/DeftBalls/status/1066021680215138306
1896,arnaldodesouza,"Não usaria o Facebook para abordar este assunto mas fui diagnosticado com depressão a alguns meses e pretendo compartilhar por aqui o andamento do tratamento que estou fazendo, as reações e sentimentos, que sirva de ajuda para alguém ou vire um registro póstumo.",https://twitter.com/arnaldodesouza/status/1060177184629932032
1901,luansvb,"Aparentemente fui diagnosticado com depressão. Primeiro passo foi procurar ajuda, óbvio, e o segundo foi deletar meu Facebook. Isso significa que vcs me verão mais por aqui",https://twitter.com/luansvb/status/1057302875989336064
1915,pedroxerches,"O que ocorre é que eu fui diagnosticado com depressão e um grave distúrbio bipolar de personalidade estágio 2, “nossa mas vc posta tanta coisa engraçada, vc é engraçado, tem saúde e uma vida toda, como pode isso?” São comentários assim que me fazem afundar cada vez mais +",https://twitter.com/Pedroxerches/status/1055243694264197120
1916,halierlol,"TBM fui diagnosticado com depressão e ansiedade baiano, sei exatamente o que vc está passando, eu tbm estou em casa para passar um tempo com a família. Fique colado com quem você ama e NÃO LARGUE O TRATAMENTO!! O meu é de 9 meses e tô no 3°. Se precisar, tamos aí!!",https://twitter.com/HalierLol/status/1055229479184932864
1919,baianolol1,"Oi gente, queria falar pra vcs q eu não vou jogar a SLiga, eu recentemente fui diagnosticado com Depressão(de novo, na verdade acho que sempre estou em uma luta interna contra isso), nesse momento to indo pra casa passar umas semanas com minha família até ficar 100%  Amo vcs ❤  pic.twitter.com/pFmqPcMuHW",https://twitter.com/baianolol1/status/1055101725110087682
1920,gilsuu,Mas tem muitos que prejudicam  Que te afundam  Eu senti isso na pele  Em meu 1 ano no IF comecei a ir na psicóloga e fui diagnosticado com depressão  De lá para cá foi muito difícil  Poucos de lá me ajudaram,https://twitter.com/Gilsuu/status/1054876619897274369
1929,bitenc0urt,Hoje eu fui diagnosticado com depressão level gravíssima... Nada que eu já não sabia.,https://twitter.com/bitenc0urt/status/1052293614129295360
1935,edemarfilhoo,"Me tornei uma pessoa triste, infeliz, desiludida com o presente e futuro e tudo que é sinônimo e derivação disto. A diferença de quando fui diagnosticado com depressão pra agora, é que antes fiquei assim por uma doença, agora pelas pessoas, inclusive, familiares. Tá mt difícil!",https://twitter.com/edemarfilhoo/status/1050887028827664385
1937,armyradfem,Sim. Meus pais ficaram com raiva de mim quando eu fui diagnosticado com depressão. Sem contar as vezes que eles riram da minha cara quando eu tinha 12 anos e falei que sofria muito bullying na escola,https://twitter.com/armyradfem/status/1050193106560319488
1939,vvatchmenn,"em 2010 fui diagnosticado com depressão, comecei o tratamento em 2011, acreditem. Todo dia é uma batalha imensa na minha cabeça e por isso me preocupo muito cm o assunto. Agradeço mesmo aos meus amgs e minha familia. É maravilhoso ir dormir sorrindo e dizer ""sou um sobrevivente""",https://twitter.com/vvatchmenn/status/1049836045255237632
1941,ericbellico,"Eu fui diagnosticado com depressão desde meus 14 anos, hoje tenho 21, e convivo direto com as crises dessa merda, só q eu nunca agredi ninguem por causa dela, ainda mais fisicamente, é cada justificativa tosca que essa galera tem pra uns atos merdas q pqp...",https://twitter.com/EricBellico/status/1049119681804750849
1944,pedrohe76503708,"Eu tiro por mim....quando fui diagnosticado com depressão Não aceitei isso na minha vida, e fui pesquisar oque podia me ajudar a parar de tomar remédios. descobri que quando você fortalece a mente o resto agente tira de letra.o mundo não é fácil,mas pra quem é mole ele fica pior",https://twitter.com/PedroHe76503708/status/1048558794098323456
1945,sailoralien,"graças a deus eu não fui diagnosticado com depressão (de fato), mas eu to com outros problemas (que nao convém citar aqui afinal de contas isso eh problema meu), mas e seu tivesse com depressao real? eh mto desserviço ouvir isso de amigo puta que pariu",https://twitter.com/sailoralien/status/1048370524575948800
1947,crawlingstardud,"Depois que fui diagnosticado com depressão eu me tornei paranóico e tenho algumas crises de ansiedade quando estou em lugares lotados de pessoas, obrigado Deus",https://twitter.com/crawlingstardud/status/1047995510953574401
1948,esquilobr143,"Ninguém vai ver essa porra mesmo  Ninguém liga para mim mesmo  Então foda se  Vou usar pra desabafar pra alguém ver Já fazem alguns meses q fui diagnosticado com Depressão, ansiedade e stress também  Tava foda essa fase na minha vida  Se eu fosse mais fraco eu não aguentaria Mas",https://twitter.com/EsquiloBr143/status/1047335873216438273
1952,luanfr,"quando fui diagnosticado com depressão, a médica me receitou um remédio para bipolaridade, porque via traços de mania e se me desse só antidepressivos, eu desenvolveria mais a ansiedade até de tornar mania.",https://twitter.com/luanfr/status/1047148290414956546
1957,antmrcsj,"o leo se afastou de mim na época que fui diagnósticado com depressão e nunca me explicou o motivo(mesmo eu sabendo que foi medo mesmo) aí eu sempre desde que ele começou a me ignorar lembrava dele nas canções, livros e tals, inclusive mesmo não sendo respondido sempre mandei msg",https://twitter.com/antmrcsj/status/1046447271116767232
1958,guitarrasfoda,tu se considera uma pessoa triste ou depressiva? — eu fui diagnosticado com depressão mas eu já tô 99% melhor  https://curiouscat.me/Williankkjkk/post/664481122?1538266825 …,https://twitter.com/guitarrasfoda/status/1046193010390831107
1960,93markiu,"so: eu fui diagnosticado com depressão e ansiedade (a ansiedade eu ja sabia!) e eu nem fazia ideia, estou em tratamento desde então e estas semanas tem sido dificeis pq é muito muito doloroso vidas :-( eu passava os meus dias chorando ou dormindo, e perdi um tantão de peso....",https://twitter.com/93markiu/status/1045804792076005377
1963,chamaodudis,Fui pro medico hoje e fui diagnosticado com depressão.  60% dessa minha depressão  foi causada por uso frequentemente  de maconha. Entao rapaziada que sirva de exemplo pra alguns amigos de verdade.,https://twitter.com/chamaodudis/status/1044942660509872128
1965,oliveiraellensz,eae seus fui diagnosticado com depressao e ansiedade pq vi os sintomas no google,https://twitter.com/oliveiraellensz/status/1044239536480489472
1966,anarquia_0510,Infelizmente fui diagnosticado com depressão profunda  Tô meio sem reação,https://twitter.com/Anarquia_0510/status/1044237493346992129
1973,afonsobfilho,"Cara, é difícil mesmo, relutei muito para procurar ajuda de um profissional até o dia que desabafei com minha esposa e fui atrás de um psiquiatra e fui diagnosticado com depressão, é uma luta diária. Como vc penso nos privilégios que tenho em comparação a outras pessoas...",https://twitter.com/Afonsobfilho/status/1042174384654503936
1974,4q8p7,"Semana passada eu contei para os meus amigos que fui diagnosticado com depressão, hoje ganhei esse bilhete de um deles.  pic.twitter.com/pMyNdSGSuQ",https://twitter.com/4q8p7/status/1042146207949303808
1975,falsianedaear,"Já passei por isso, e depois de alguns meses depois fui diagnosticado com depressão em 2015. Cuide-se, se ame mais, se respeite mais e se aceite mais, por que é assim que começa e se vc se afunda nesse sentimento para a voltar a tudo como era é difícil...",https://twitter.com/FalsianeDaEAR/status/1041826927470948353
1977,limavini_ius,"Finalmente ela conseguiu me convencer a ir procurar ajuda profissional, fui diagnosticado com depressão severa. Sintomas como apatia, tristeza, desanimo, ansiedade, insonia, pensamentos suicidas, raiva, frustração, falta/escesso de apetite, falta de libido...",https://twitter.com/limavini_ius/status/1041662825008177152
1982,jjiyongxx,"E hoje foi oficializado, fui diagnosticado com depressão e já recebi os remédios pra começar o tratamento",https://twitter.com/jjiyongxx/status/1039988201144889344
1986,conteachart,"Alguns não sabem, mas eu já fui diagnosticado com depressão. Hoje, existem fortes indícios de que na vdd eu tenha bipolaridade(o q faz mais sentido)... E não... Eu não tenho apooio da família. Tudo que fazem é diminuir o que sinto.",https://twitter.com/conteachart/status/1038975999298469891
1990,yagomiiranda,"Essa semana faz 1 ano que fui diagnosticado com depressão. Achava que não conseguiria sair dessa, mas graças a Deus e a minha família, consegui. Esse último ano mudou a minha vida, mudou a minha maneira de ver o mundo e as pessoas. Acredito que em todo mal há um bem.",https://twitter.com/yagomiiranda/status/1038071717988638721
1991,haraf_gabriel,Em plena aula sobre suicídio eu fui diagnosticado com depressão leve,https://twitter.com/Haraf_gabriel/status/1037757443059707904
1996,notmebutme2,há quatro anos atras eu fui diagnosticado com depressão pela primeira vez. eu já tinha todo um problema de auto estima rolando há muito tempo.,https://twitter.com/notmebutme2/status/1037026221241061377
1997,jeeppa,"eu também sou AA desse rolé ai, infelizmente fui diagnosticado com depressão um tempo atrás, mas encerrei o tratamento no comecinho do ano :3",https://twitter.com/jeeppa/status/1036828602183180289
1999,alegaules,"A pouco mais de um ano fui diagnosticado com depressão severa! Na época pensava todos os dias uma forma de me suicidar. No dia 03 de janeiro comecei a streamar como forma de terapia e ajudar outros como eu. Hoje completo 9 meses de stream. Não morri, pelo contrário, renasci 👊",https://twitter.com/alegaules/status/1036752633606877185
2000,mcmxciofc,"""Sempre é passageiro"" utilizo essa fraze desde meus 15 anos quando fui diagnosticado com depressão e síndrome do pânico. Aprendi sozinho (sem ajuda de amigos ou familia) a me controlar e procurar ver vida na minha existência. Te entendo mais que possa pensar. Só fique bem. ❤",https://twitter.com/MCMXCIOFC/status/1036745074871287810
2002,shydiammond,"E eles também ficam me empurrando religião, mesmo que eu também seja deísta. Ano passado fui diagnosticado com depressão, se não fosse minha psicóloga eu não teria me livrado dessa doença e também já teria ido pro outro mundo faz tempo",https://twitter.com/ShyDiammond/status/1036378146839441408
2003,leandrofagner1,Quando fui diagnosticado com depressão. Eu melhorei *_*,https://twitter.com/leandrofagner1/status/1036349193705668609
2008,purpleman__,E fdd mano perdi agr a minha cadela q esteve comigo na altura q fui diagnosticado com depressao e sempre  fazia-me sentir bem e do nada bazou...,https://twitter.com/purpleman__/status/1034993152741060608
2009,pablodr_runk,"E smp que me relacionei cm outras pessoas foi um puta trampo natural tlgd, nada forçado. O problema dessa suposta solidão está quando as outras pessoas encaram isso com penatlgd, foi assim q eu fui diagnosticado com depressão e comecei a tomar remédios",https://twitter.com/pablodr_runk/status/1034515460715433984
2010,ferrellgael,"Eu penso em como foi dificil quando fui diagnosticado com depressão crônica aos 12 anos, e como lido com ela hoje. Pego todo meu caos e descontrole e transformo em arte. Orgulho d como esse ensaio ajudou dezenas de pessoas quando postei e foi então q entendi o propósito de tudo  pic.twitter.com/Y6mGjI9cXr",https://twitter.com/FerrellGael/status/1034304079684673537
2012,legauche,"Já fui diagnosticado com depressão e sei que nunca tive isso. Eu com 12 anos pensei que era tudo balela e larguei o tratamento e estamos aqui hoje. Por isso sei que há excesso de diagnóstico.   Minha mãe teve uma de verdade, muito diferente. Foi desencadeada por um medicamento.",https://twitter.com/Legauche/status/1033738544328712192
2014,gatomakonha,fui diagnosticado com depressão e ejaculação precoce,https://twitter.com/gatomakonha/status/1033181403326947333
2015,sheillona,"Meu Relato : Eu fui diagnosticado com depressão em Maio no início eu não queria aceitar , mais eu fui forte , e digo não vale a pena tirar sua vida , pois ""vc"" pode não sofrer mais com tantos pensamentos e problemas , mais sua família sim !",https://twitter.com/SheillonA/status/1032904487793557505
2017,samusrt,"Não tenho vergonha: se existisse acesso fácil a armas de fogo, com certeza teria comedido suicídio em 2013. Neste período fui diagnosticado com depressão, depois de uma longa jornada, venci a doença, hoje sou casado, pai de 2 filhos e ajudo muitas pessoas com meu trabalho.",https://twitter.com/samusrt/status/1032070399780167680
2019,chapielbolao,"deu vontade de bater na tecla desse tweet de novo pq lembrei de uma coisa:  fui diagnosticado com depressão aos 11 anos, naquele tempo eu não tinha internet, não fumava (OBVIO), me alimentava regularmente, fazia dois esportes (natação e futsal) etc...  https://twitter.com/cealinus/status/1030982768942088192 …",https://twitter.com/ChapielBolao/status/1031685313452826624
2021,affsamu,Eu não tô crendo até agr que fui diagnosticado com depressão,https://twitter.com/affsamu/status/1030610468715593728
2028,houterspace,"preciso contar uma coisa importante para vocês  fui diagnosticado com depressão ha um tempo, mas não contei a ninguém a não ser a os mais próximos  outro dia estava saindo com uns colegas até que um disse que tinha ansiedade e explicou o tratamento que estava fazendo, etc+",https://twitter.com/houterspace/status/1028300729084207104
2050,paraymo1,"@eGuinoranteReal Olá! Eu já fui diagnosticado com depressão, mas era sintoma da Tireoidite de Hashimoto, então, queria sugerir que observasse sua tireóide. Sempre alerto sobre este tipo de erro de diagnose, pois parece que é comum. Sou inscrito e te desejo saúde!",https://twitter.com/Paraymo1/status/1021134588326948865
2053,jupomen,"Fazem três anos que fui diagnosticado com Depressão e ansiedade social. O que eu tenho a dizer é: procurem ajuda, façam tratamento, se livrem de pessoas tóxicas, recebam e deem amor, busque o que te edifique. Faz toda a diferença no processo.",https://twitter.com/jupomen/status/1020846260352421888
2058,pedrothesouzade,"Resumindo bem, Quando fui diagnosticado com depressão e Gad, o remédio mexeu muito comigo (mexe com geral no começo) o médico disse que havia a chance de eu ser bipolar, eu discordei pq pesquisando vi que um dos ""sintomas"" é esse desejo sexual ""descontrolado"". Acontece contigo?",https://twitter.com/PedrothesouzaDe/status/1018509330126163970
2059,moreiradmachado,"dia 4 fez um ano que eu fui diagnosticado com depressão, essa é a terceira data mais triste da minha vida. 😞",https://twitter.com/moreiradmachado/status/1016796860114194439
2061,fratdagger,"cara, maravilhoso isso aqui, parabéns pelo thread, eu fui diagnosticado com depressão há pouco mais de 1 ano e tb uso muito essas coisas, são maravilhosas mesmo",https://twitter.com/fratdagger/status/1015934183707955200
2067,lmercenaa,"Fiz um teste de depressão, e fui diagnosticado com depressão. Eu acho que ta errado mas agora to com medo",https://twitter.com/LMercenaa/status/1014536716718354433
2073,yangletter,↳ ano passado eu fui diagnosticado com depressão e graças ao kpop eu comecei a sair dela,https://twitter.com/yangletter/status/1013454414068273152
2081,romulogoldin,Desde que eu fui diagnosticado com depressão parece que ela cobra mais isso de mim,https://twitter.com/RomuloGoldin/status/1011621296571142146
2082,jhonatasjas,A uns meses atrás fui diagnosticado com depressão...Estou recusando tratamento até então...Acho que isso não esta me fazendo bem não😞,https://twitter.com/jhonatasjas/status/1011442613109567488
2089,bobbyilustra,"Por que? Duvida seria, eu fui diagnosticado com depressão.",https://twitter.com/Bobbyilustra/status/1009912691585175552
2094,leobigapo,"""não mas pq com seis anos eu fui diagnosticado com depressão""   Tá cara, tá",https://twitter.com/leobigapo/status/1008471851335634947
2096,_derico_,"Amigo, me ajuda...fui diagnosticado com depressão por aquele doutor que você me recomendou",https://twitter.com/_derico_/status/1007271987096498176
2117,gbrl_mendes,Quando fui diagnosticado com depressão deveriam ter falado que tava só começando o maior ROLEZAO puta merda,https://twitter.com/gbrl_mendes/status/1002022587130679297
2121,krownt2,"desde que fui diagnosticado com depressão, ansiedade e todos os meus outros problemas eu sinto que não consigo mais confiar em ninguém, e quando eu ""confio"" a pessoa me faz sofrer sendo o mais embuste possivel",https://twitter.com/Krownt2/status/999719517524840448
2124,tnt115_,"Como faço para ter depressão?  Quero chamar a atenção de familiares e amigos, porque acho muito bonito pessoas que tem problema... — Cara, na boa, seu comentário foi ridiculo. Eu fui diagnosticado com depressão por um psiquiatra c...  https://curiouscat.me/itsmealaska_/post/490972476?1526968765 …",https://twitter.com/tnt115_/status/998805510467018753
2135,r_jorda,"2018, o ano que fui diagnosticado com depressão e talvez seja o ano que eu perca as coisas mais importantes da minha vida.",https://twitter.com/r_jorda/status/995835887274676224
2138,gabrieltanasia,Alguns minutos no trampo e já fui diagnosticado com depressão por um cara que nunca vi,https://twitter.com/gabrieltanasia/status/994175381346406400
2140,fms_gabriel,"E eu não tô 100% por ""culpa"" minha. Eu mesmo não tenho suportado a minha passagem por esse mundo.  Eu venho passando por um inferno pessoal tem pouco mais de dois meses. Há umas três semanas, eu fui diagnosticado com depressão.  Por sorte, eu tenho um bom sistema de suporte",https://twitter.com/FMS_Gabriel/status/993730886192549890
2142,andridaudt,lindo ter depressao gente Bate palma Olha a vida tá uma merda Nao fui diagnosticado com depressao mas eu sinto vontade de ficar deitado o dia todo Moh depressao bixo Eu to feliz mas vou dizer que to triste pq  Ai depressao é foda viuu  https://twitter.com/TheRodrigoZin/status/992915239170650112 …,https://twitter.com/andridaudt/status/993296410777923584
2152,ligue188_,"Bom, fui diagnosticado com depressão e ansiedade um ano atrás. Foi quando pedi ajuda médica, o que é MUITO IMPORTANTE. Tive altos e baixos, ainda estou trocando a medicação. No momento não estou na melhor fase. Mas a principal coisa a se fazer é procurar ajuda médica. #Depressão",https://twitter.com/ligue188_/status/989882303932399616
2153,arthur_antonosg,Depois de ver Guerra infinita fui diagnosticado com depressão,https://twitter.com/arthur_antonosg/status/989699421091844096
2154,wesleyalbuquerq,"Quando meus pais se separaram e meu Pai foi embora de casa, achei que nossa relação mudaria drasticamente, mas quando fui diagnosticado com depressão meu Pai foi o primeiro a apoiar meu tratamento ❤️",https://twitter.com/WesleyAlbuquerq/status/989658667380330497
2158,roberro_,"diminui a dose do meu remedio pela primeira vez desde que fui diagnosticado com depressao, as vitorias nossas de cada dia :)",https://twitter.com/roberro_/status/988915369690697730
2162,gabobrbz,"tu é depressivo? — com 12 anos fui diagnosticado com depressão e síndrome do pânico, eu me considero """"""""curado""""""""""...  https://curiouscat.me/Gabriel_Campelo/post/418372349?1524342782 …",https://twitter.com/Gabobrbz/status/987791339080253440
2165,emilioerrante,"Tem hrs que é foda, eu não sei exatamente o q rola comigo...qndo eu era criança, eu fui diagnosticado com depressão. O q é uma coisa recorrente na minha família... mas o fato é q eu tenho essas mudanças de humor repentinas. Vou de euforia a tristeza profunda muito rápido!",https://twitter.com/EmilioErrante/status/987101922980220928
2167,nths_41,Eu fui em um homeopata naturalista  (apenas 100 reais por mês) e eu super recomendo. Em semanas eu já estava bem melhor da minha depressão  (ps eu não fui diagnosticado com depressão mais eu tinha todos os sintomas e agora eu estou MUITO melhor),https://twitter.com/NthS_41/status/985868497266847752
2168,littlefuckdiary,"Chegou um pouco que eu implorei por um psicólogo, fui diagnosticado com depressão e transtorno de ansiedade, ahhh que vontade de morrer",https://twitter.com/littlefuckdiary/status/985291588187361280
2170,gabrislel,Escrevo este texto em completo desespero. Meu nome é Luiz Castro de Lima e eu tenho 16 anos. Ano passado minha irmã morreu de câncer e desde então fui diagnosticado com depressão. Peço a ajuda de todos vocês.Colaborem com meu estado mental enviando uma foto do seu pai de calcinha,https://twitter.com/gabrislel/status/984606382413504512
2172,luirogger,"Honestamente, fui diagnosticado com #depressao faz anos. Desde então faço uso de #antidepressivos. Nunca vi e nem ouvi falar de alguém com esse #transtorno que tenha sido curado.",https://twitter.com/luirogger/status/984072444553105411
2174,furquim97,"Eu não brinco quando digo que essa música me ajudou e ajuda a arrumar autoestima. Conheci ela bem na época que fui diagnosticado com depressão, foi uma sorte e tanta.",https://twitter.com/furquim97/status/983817928276627456
2177,badveia,"Aos 21 fui diagnosticado com Depressão, ansiedade e ataque de panico. Welcome to sad girls from real problems club.",https://twitter.com/badveia/status/983331467248926720
2178,francamentevini,"Aos 24 anos, fui diagnosticado com depressão e encaminhado a um psiquiatra para tratamento medicamentoso  pic.twitter.com/oWRDhHWVTI",https://twitter.com/francamentevini/status/983157764678668288
2179,mauriciomunky,Vou confessar que eu não te seguia antes porque quando eu fui diagnosticado com depressão alguns amigos liberais teus me triggavam o meu desgraçamento mental frequentemente D:,https://twitter.com/MauricioMunky/status/982817723183960064
2180,cohramadasi,"É isso! Me chamo Caroline, tenho 26 anos, sou psicóloga, e fui diagnosticado com depressão há um ano.",https://twitter.com/CohraMadasI/status/982623497900953600
2183,joaoemnl,"galera eu tô magro sim, faz mais ou menos 10 meses que fui diagnosticado com depressão e dentre esse processo eu acabei também perdendo alguns quilos  mas olha, eu tô bem viu e tô me cuidando, mas as sequelas físicas da doença continuam",https://twitter.com/joaoemnl/status/981913258608283648
2187,carol_omm,"quando eu peguei pra fazer coisas que nunca tinha feito e que nunca me deixavam fazer, mas fiz e fiz bem. E você? — quando fui diagnosticado com depressao córnica, crise de ansiedade aguda e crise de panico leve....  https://curiouscat.me/caroliveira/post/385498089?1522650373 …",https://twitter.com/carol_omm/status/980692829029699584
2191,brunofx__,"Cara, eu passei por isso e fui diagnosticado com depressão severa. Estou me tratando a base de remédios e psicanalise. Muito cuidado que isso é uma coisa muito séria. Hj graças as seções sou outra pessoa, mudou minha vida. O lema é: vc não esta sozinha.",https://twitter.com/BRUNOFX__/status/978437182846373889
2196,iwtsaturns,"alguém: você se emociona com facilidade   eu: claro que não  dan: a dez anos atrás eu fui diagnosticado com depressão e eu to dizendo isso pq eu sei que muitos aqui sofrem disso. Falem com seus pais, amigos ou um terapeuta nunca desistam eu amo vcs  eu: #ImagineDragonsNoMultishow pic.twitter.com/rX8ls46wET",https://twitter.com/Iwtsaturns/status/977691023282499584
2202,doremifucku,"-Ent,eu fui diagnosticado com depressão. -Quer um abraço?Você se corta?Toma remédio? Até quando Brasil?",https://twitter.com/Doremifucku/status/976588330086301697
2203,victor_diffh,"Aos meus 15 anos fui diagnosticado com depressão severa, após tentar suicídio e ficar entre a vida e a morte. Me sinto um lixo "" aparente mente e em todos os outro sentidos"" N consigo conversar com uma garota, me deem dicas de como superar isso.""tenho 20anos hj""",https://twitter.com/Victor_Diffh/status/976534974722650112
2214,otaacosta,"Quando tentei auto extermínio e  quando fui diagnosticado com depressão venho tentando ser diferente, ser mais positivo, vendo o lado bom das coisas, tomando minha medicação, mudando atitudes, mas infelizmente não é fácil bancar o durão e forte",https://twitter.com/otaacosta/status/972821002408333313
2216,eestudio_g,Qual foi o pior momento que já passou? — Quando fui diagnosticado com depressão  https://curiouscat.me/EMBUSSTEE/post/348999512?1520523007 …,https://twitter.com/eestudio_G/status/971770046295965696
2219,kanyewerrst,"sobre desde quando eu to assim, sobre as vontades, sobre a insônia... no final eu fui diagnosticado com depressão - ela não falou o nível porém ela me encaminhou para o psicólogo e psiquiatra pra ver isso e mano eu sempre soube que eu tava ruim demais mas ouvir a confirmação doeu",https://twitter.com/kanyewerrst/status/970730537362120704
2224,diminhaszin,"7. eu pareço muito feliz, mas quase fui diagnosticado com depressão",https://twitter.com/diminhaszin/status/968937465343021056
2229,guimoraisll,"Eu tinha isso. Daí fui na psiquiatra já fui diagnosticado com depressão. Amiga, estou aí né na luta ainda :(",https://twitter.com/guimoraisll/status/967021713602031616
2238,italoppego,"Meu 2018 tá começando mt bem, perdi o amor da minha vida, fui diagnosticado com depressão e não arrumo emprego de jeito nenhum",https://twitter.com/Italoppego/status/963628625626062853
2245,farsruivo,"Fiz um teste on-line e fui diagnosticado com depressão ""leve a moderada"".",https://twitter.com/FarsRuivo/status/961193394163896320
2254,acacioloves,"Eu fui diagnosticado com depressão aos 15 anos, quando fiz o meu primeiro tratamento. Aos 19 vive meu momento...  https://fb.me/84UXq5rIw ",https://twitter.com/acacioloves/status/957652205649235968
2257,boorest,"te acho hilário, mas você gosta de pagar de depressivo — fui diagnosticado com depressão, humor é meio que um jeito de eu tentar sair desse meio  https://curiouscat.me/Boorest/post/300903774?1517019531 …",https://twitter.com/boorest/status/957075763748057089
2262,_rojasrojas,"eu não gosto muito de falar sobre isso, mas já fui diagnosticado com depressão e nunca dei a devida importância médica, só tento levar mas claramente estou falhando.....",https://twitter.com/_rojasrojas/status/953635764625133570
2265,xxmvnx,É claro que eu estou falando de quando fui diagnosticado com depressão.,https://twitter.com/xxmvnx/status/952359496352923648
2268,panetonevegano,4- em 2017 fui diagnosticado com depressão e passei por um longo tratamento com psicologa tentei me matar mais de uma vez a maioria das vezes foi por causa de gente do twitter que é amigo de vcs,https://twitter.com/panetonevegano/status/951186345434734592
2269,gaaabrieljj,não sei pq galera ainda se espanta quando vêem que realmente fui diagnosticado com depressão,https://twitter.com/gaaabrieljj/status/950928788942094336
2274,demiparadises,"em 2018, faz 10 anos que eu fui diagnosticado com depressão, 10 anos de um período que eu tento esquecer até hoje",https://twitter.com/demiparadises/status/948025634202292224
2275,mauriciomunky,"Esse ano fui diagnosticado com depressão e conheço MUITA gente que teve diagnóstico de ansiedade. Não tá fácil. Mas precisamos INSISTIR, RESISTIR E EXISTIR",https://twitter.com/MauricioMunky/status/947678575490199552
2276,j_sacarose,"Então... 2018 já tá batendo na porta, vou deixar minhas palavras  sobre o ano que tá acabando.  Galera, foi nada fácil, foi um ano bem difícil pra mim, sofri, tentei me matar, fui diagnosticado com depressão e ansiedade, passei boa parte do ano no sufoco por pelo menos uma coisa.",https://twitter.com/J_Sacarose/status/947634917986402304
2278,rochyer,Retrospectiva good trip 2017: Comecei a faculdade Fiz bons amigos Conheci lugares novos Aceitei minha sexualidade Me disseram que eu beijo bem Recebi apoio dos meus amigos e da minha família quando fui diagnosticado com depressão e ansiedade,https://twitter.com/RoChyEr/status/947244225296510979
2280,erickbezerracs,"A alguns anos eu fui diagnosticado com depressão e vocês que nunca tiveram ou não tem, sintam se como se tivesse ganhado na loteria. Não é fácil conviver com isso. Uma simples coisa, um término de namoro, uma briga.... podem desencadear coisas que se tornam enormes p/ quem sofre.",https://twitter.com/erickbezerracs/status/946522321975640064
2282,skyycuck,"Com alcoólico... depois disso minha vida só afundou, entrei em depressão profunda, sofrendo sozinho, até que disseram pra mim or no psicólogo, fui e fui diagnosticado com depressão profunda, TDH, TDA, TOC, insônia e ansiedade....",https://twitter.com/skyycuck/status/946285522330234880
